country,measure,age,sex,year,value
Korea,Share of population who are obese,Total,Female,2024,3.6
Korea,Share of population who are obese,Total,Female,2025,3.6
Portugal,Share of population who are obese,Total,Female,2022,15.7
Türkiye,Share of population who are obese,Total,Female,2016,23.9
Türkiye,Share of population who are obese,Total,Female,2019,24.8
Türkiye,Share of population who are obese,Total,Female,2022,23.6
Türkiye,Share of population who are obese,Total,Female,2025,24.8
United Kingdom,Share of population who are obese,Total,Female,2017,21.6
United Kingdom,Share of population who are obese,Total,Female,2021,25.4
United States,Share of population who are obese,Total,Female,2015,29.8
United States,Share of population who are obese,Total,Female,2016,30.2
United States,Share of population who are obese,Total,Female,2017,31.4
United States,Share of population who are obese,Total,Female,2018,31.8
United States,Share of population who are obese,Total,Female,2019,32.6
United States,Share of population who are obese,Total,Female,2020,33.9
United States,Share of population who are obese,Total,Female,2021,33.8
United States,Share of population who are obese,Total,Female,2022,34.3
United States,Share of population who are obese,Total,Female,2023,34.4
United States,Share of population who are obese,Total,Female,2024,34.5
Australia,Share of population who are obese,Total,Male,2017,20.4
Australia,Share of population who are obese,Total,Male,2022,25.4
Canada,Share of population who are obese,Total,Male,2016,21.3
Canada,Share of population who are obese,Total,Male,2017,20.5
Canada,Share of population who are obese,Total,Male,2018,20.7
Canada,Share of population who are obese,Total,Male,2019,21.2
Canada,Share of population who are obese,Total,Male,2020,21.2
Canada,Share of population who are obese,Total,Male,2021,22.2
Canada,Share of population who are obese,Total,Male,2022,22.5
Canada,Share of population who are obese,Total,Male,2024,23.6
Denmark,Share of population who are obese,Total,Male,2017,17.1
Denmark,Share of population who are obese,Total,Male,2021,18.6
Denmark,Share of population who are obese,Total,Male,2023,18.1
Finland,Share of population who are obese,Total,Male,2019,20
France,Share of population who are obese,Total,Male,2017,15.8
France,Share of population who are obese,Total,Male,2019,13.5
Germany,Share of population who are obese,Total,Male,2017,18.1
Germany,Share of population who are obese,Total,Male,2021,18.7
Germany,Share of population who are obese,Total,Male,2025,19.9
Greece,Share of population who are obese,Total,Male,2019,16.6
Italy,Share of population who are obese,Total,Male,2015,10.8
Italy,Share of population who are obese,Total,Male,2016,11.1
Italy,Share of population who are obese,Total,Male,2017,11.8
Italy,Share of population who are obese,Total,Male,2018,11.7
Italy,Share of population who are obese,Total,Male,2019,11.7
Italy,Share of population who are obese,Total,Male,2020,12.3
Italy,Share of population who are obese,Total,Male,2021,12.9
Italy,Share of population who are obese,Total,Male,2022,12.2
Italy,Share of population who are obese,Total,Male,2023,13
Italy,Share of population who are obese,Total,Male,2024,12.7
Korea,Share of population who are obese,Total,Male,2015,3.5
Korea,Share of population who are obese,Total,Male,2016,4
Korea,Share of population who are obese,Total,Male,2017,4.4
Korea,Share of population who are obese,Total,Male,2018,5.3
Korea,Share of population who are obese,Total,Male,2020,5.6
Korea,Share of population who are obese,Total,Male,2021,5.8
Korea,Share of population who are obese,Total,Male,2022,6.2
Korea,Share of population who are obese,Total,Male,2023,6.7
Korea,Share of population who are obese,Total,Male,2024,6.7
Korea,Share of population who are obese,Total,Male,2025,7
Portugal,Share of population who are obese,Total,Male,2022,16.1
Türkiye,Share of population who are obese,Total,Male,2016,15.2
Türkiye,Share of population who are obese,Total,Male,2019,17.3
Türkiye,Share of population who are obese,Total,Male,2022,16.8
Türkiye,Share of population who are obese,Total,Male,2025,18.7
United Kingdom,Share of population who are obese,Total,Male,2017,20.3
United Kingdom,Share of population who are obese,Total,Male,2021,26.5
United States,Share of population who are obese,Total,Male,2015,30.6
United States,Share of population who are obese,Total,Male,2016,30.3
United States,Share of population who are obese,Total,Male,2017,30.6
United States,Share of population who are obese,Total,Male,2018,31.5
United States,Share of population who are obese,Total,Male,2019,32.6
United States,Share of population who are obese,Total,Male,2020,33.1
United States,Share of population who are obese,Total,Male,2021,33.2
United States,Share of population who are obese,Total,Male,2022,33.2
United States,Share of population who are obese,Total,Male,2023,34.7
United States,Share of population who are obese,Total,Male,2024,33.9
Australia,Share of population who are obese,Total,Total,2017,19.5
Australia,Share of population who are obese,Total,Total,2022,25.4
Canada,Share of population who are obese,Total,Total,2016,19.7
Canada,Share of population who are obese,Total,Total,2017,19.8
Canada,Share of population who are obese,Total,Total,2018,19.7
Canada,Share of population who are obese,Total,Total,2019,20.4
Canada,Share of population who are obese,Total,Total,2020,21
Canada,Share of population who are obese,Total,Total,2021,21.6
Canada,Share of population who are obese,Total,Total,2022,22.4
Canada,Share of population who are obese,Total,Total,2024,24
Denmark,Share of population who are obese,Total,Total,2017,16.8
Denmark,Share of population who are obese,Total,Total,2021,18.5
Denmark,Share of population who are obese,Total,Total,2023,18.7
Finland,Share of population who are obese,Total,Total,2019,21
France,Share of population who are obese,Total,Total,2017,15.4
France,Share of population who are obese,Total,Total,2019,14.4
Germany,Share of population who are obese,Total,Total,2017,16.3
Germany,Share of population who are obese,Total,Total,2021,16.8
Germany,Share of population who are obese,Total,Total,2025,17.9
Greece,Share of population who are obese,Total,Total,2019,16.4
Italy,Share of population who are obese,Total,Total,2015,9.8
Italy,Share of population who are obese,Total,Total,2016,10.4
Italy,Share of population who are obese,Total,Total,2017,10.6
Italy,Share of population who are obese,Total,Total,2018,10.7
Italy,Share of population who are obese,Total,Total,2019,11
Italy,Share of population who are obese,Total,Total,2020,11.5
Italy,Share of population who are obese,Total,Total,2021,12
Italy,Share of population who are obese,Total,Total,2022,11.4
Italy,Share of population who are obese,Total,Total,2023,11.8
Italy,Share of population who are obese,Total,Total,2024,11.8
Korea,Share of population who are obese,Total,Total,2015,2.8
Korea,Share of population who are obese,Total,Total,2016,3.2
Korea,Share of population who are obese,Total,Total,2017,3.4
Korea,Share of population who are obese,Total,Total,2018,4.3
Korea,Share of population who are obese,Total,Total,2020,4.2
Korea,Share of population who are obese,Total,Total,2021,4.5
Korea,Share of population who are obese,Total,Total,2022,4.7
Korea,Share of population who are obese,Total,Total,2023,4.9
Korea,Share of population who are obese,Total,Total,2024,5.2
Korea,Share of population who are obese,Total,Total,2025,5.3
Portugal,Share of population who are obese,Total,Total,2022,15.9
Türkiye,Share of population who are obese,Total,Total,2016,19.6
Türkiye,Share of population who are obese,Total,Total,2019,21.1
Türkiye,Share of population who are obese,Total,Total,2022,20.2
Türkiye,Share of population who are obese,Total,Total,2025,21.8
United Kingdom,Share of population who are obese,Total,Total,2017,21
United Kingdom,Share of population who are obese,Total,Total,2021,25.9
United States,Share of population who are obese,Total,Total,2015,30.2
United States,Share of population who are obese,Total,Total,2016,30.2
United States,Share of population who are obese,Total,Total,2017,31
United States,Share of population who are obese,Total,Total,2018,31.6
United States,Share of population who are obese,Total,Total,2019,32.6
United States,Share of population who are obese,Total,Total,2020,33.6
United States,Share of population who are obese,Total,Total,2021,33.5
United States,Share of population who are obese,Total,Total,2022,33.8
United States,Share of population who are obese,Total,Total,2023,34.5
United States,Share of population who are obese,Total,Total,2024,34.2
Australia,Share of population who are obese,Total,Male,2017,31.5
Australia,Share of population who are obese,Total,Male,2022,31.5
Canada,Share of population who are obese,Total,Male,2017,26.9
Canada,Share of population who are obese,Total,Male,2019,26.7
Finland,Share of population who are obese,Total,Male,2017,26.1
Finland,Share of population who are obese,Total,Male,2022,28.3
France,Share of population who are obese,Total,Male,2015,16.8
France,Share of population who are obese,Total,Male,2017,14.8
Japan,Share of population who are obese,Total,Male,2015,4.4
Japan,Share of population who are obese,Total,Male,2016,4.5
Japan,Share of population who are obese,Total,Male,2017,4.7
Japan,Share of population who are obese,Total,Male,2018,4.3
Japan,Share of population who are obese,Total,Male,2019,5.5
Japan,Share of population who are obese,Total,Male,2022,4.5
Japan,Share of population who are obese,Total,Male,2023,4.7
Japan,Share of population who are obese,Total,Male,2024,4.7
Korea,Share of population who are obese,Total,Male,2015,6.1
Korea,Share of population who are obese,Total,Male,2016,6
Korea,Share of population who are obese,Total,Male,2017,5.4
Korea,Share of population who are obese,Total,Male,2018,6.9
Korea,Share of population who are obese,Total,Male,2019,6.2
Korea,Share of population who are obese,Total,Male,2020,8.9
Korea,Share of population who are obese,Total,Male,2021,7.8
Korea,Share of population who are obese,Total,Male,2022,8.6
Korea,Share of population who are obese,Total,Male,2023,8.6
Korea,Share of population who are obese,Total,Male,2024,9.7
New Zealand,Share of population who are obese,Total,Male,2015,29.6
New Zealand,Share of population who are obese,Total,Male,2016,30.9
New Zealand,Share of population who are obese,Total,Male,2017,30.8
New Zealand,Share of population who are obese,Total,Male,2018,31
New Zealand,Share of population who are obese,Total,Male,2019,29.9
New Zealand,Share of population who are obese,Total,Male,2020,30.5
New Zealand,Share of population who are obese,Total,Male,2021,33.1
New Zealand,Share of population who are obese,Total,Male,2023,31.8
New Zealand,Share of population who are obese,Total,Male,2024,32.8
New Zealand,Share of population who are obese,Total,Male,2025,32.5
Portugal,Share of population who are obese,Total,Male,2015,24.9
Türkiye,Share of population who are obese,Total,Male,2017,21.6
Türkiye,Share of population who are obese,Total,Male,2023,20
United Kingdom,Share of population who are obese,Total,Male,2015,26.9
United Kingdom,Share of population who are obese,Total,Male,2016,25.7
United Kingdom,Share of population who are obese,Total,Male,2017,27.4
United Kingdom,Share of population who are obese,Total,Male,2018,26.2
United Kingdom,Share of population who are obese,Total,Male,2019,27
United States,Share of population who are obese,Total,Male,2016,38.3
United States,Share of population who are obese,Total,Male,2018,43.5
United States,Share of population who are obese,Total,Male,2020,42.5
United States,Share of population who are obese,Total,Male,2023,39.7
Australia,Share of population who are obese,Total,Total,2017,30.4
Australia,Share of population who are obese,Total,Total,2022,30.7
Canada,Share of population who are obese,Total,Total,2017,26.9
Canada,Share of population who are obese,Total,Total,2019,24.3
Finland,Share of population who are obese,Total,Total,2017,26.8
Finland,Share of population who are obese,Total,Total,2022,30.2
France,Share of population who are obese,Total,Total,2015,17
France,Share of population who are obese,Total,Total,2017,15.6
Japan,Share of population who are obese,Total,Total,2015,3.7
Japan,Share of population who are obese,Total,Total,2016,4.2
Japan,Share of population who are obese,Total,Total,2017,4.4
Japan,Share of population who are obese,Total,Total,2018,4
Japan,Share of population who are obese,Total,Total,2019,4.6
Japan,Share of population who are obese,Total,Total,2022,4.3
Japan,Share of population who are obese,Total,Total,2023,4.6
Japan,Share of population who are obese,Total,Total,2024,4.3
Korea,Share of population who are obese,Total,Total,2015,5.3
Korea,Share of population who are obese,Total,Total,2016,5.5
Korea,Share of population who are obese,Total,Total,2017,5.4
Korea,Share of population who are obese,Total,Total,2018,5.9
Korea,Share of population who are obese,Total,Total,2019,5.9
Korea,Share of population who are obese,Total,Total,2020,7.4
Korea,Share of population who are obese,Total,Total,2021,7
Korea,Share of population who are obese,Total,Total,2022,7.1
Korea,Share of population who are obese,Total,Total,2023,7.2
Korea,Share of population who are obese,Total,Total,2024,8
New Zealand,Share of population who are obese,Total,Total,2015,30.9
New Zealand,Share of population who are obese,Total,Total,2016,31.8
New Zealand,Share of population who are obese,Total,Total,2017,32.4
New Zealand,Share of population who are obese,Total,Total,2018,32.4
New Zealand,Share of population who are obese,Total,Total,2019,31
New Zealand,Share of population who are obese,Total,Total,2020,31.3
New Zealand,Share of population who are obese,Total,Total,2021,34.4
New Zealand,Share of population who are obese,Total,Total,2023,32.5
New Zealand,Share of population who are obese,Total,Total,2024,33.7
New Zealand,Share of population who are obese,Total,Total,2025,34.2
Portugal,Share of population who are obese,Total,Total,2015,28.7
Türkiye,Share of population who are obese,Total,Total,2017,28.8
Türkiye,Share of population who are obese,Total,Total,2023,25.4
United Kingdom,Share of population who are obese,Total,Total,2015,26.9
United Kingdom,Share of population who are obese,Total,Total,2016,26.2
United Kingdom,Share of population who are obese,Total,Total,2017,28.7
United Kingdom,Share of population who are obese,Total,Total,2018,27.7
United Kingdom,Share of population who are obese,Total,Total,2019,28
United States,Share of population who are obese,Total,Total,2016,40
United States,Share of population who are obese,Total,Total,2018,42.8
United States,Share of population who are obese,Total,Total,2020,42.3
United States,Share of population who are obese,Total,Total,2023,40.8
Australia,Share of population who are obese,Total,Female,2017,29.3
Australia,Share of population who are obese,Total,Female,2022,29.9
Canada,Share of population who are obese,Total,Female,2017,27
Canada,Share of population who are obese,Total,Female,2019,22
Finland,Share of population who are obese,Total,Female,2017,27.5
Finland,Share of population who are obese,Total,Female,2022,32
France,Share of population who are obese,Total,Female,2015,17.4
France,Share of population who are obese,Total,Female,2017,16.4
Japan,Share of population who are obese,Total,Female,2015,3.1
Japan,Share of population who are obese,Total,Female,2016,4
Japan,Share of population who are obese,Total,Female,2017,4.1
Japan,Share of population who are obese,Total,Female,2018,3.7
Japan,Share of population who are obese,Total,Female,2019,3.8
Japan,Share of population who are obese,Total,Female,2022,4.1
Japan,Share of population who are obese,Total,Female,2023,4.4
Japan,Share of population who are obese,Total,Female,2024,3.9
Korea,Share of population who are obese,Total,Female,2015,4.6
Korea,Share of population who are obese,Total,Female,2016,5.1
Korea,Share of population who are obese,Total,Female,2017,5.3
Korea,Share of population who are obese,Total,Female,2018,4.9
Korea,Share of population who are obese,Total,Female,2019,5.5
Korea,Share of population who are obese,Total,Female,2020,5.8
Korea,Share of population who are obese,Total,Female,2021,6.1
Korea,Share of population who are obese,Total,Female,2022,5.6
Korea,Share of population who are obese,Total,Female,2023,5.8
Korea,Share of population who are obese,Total,Female,2024,6.3
New Zealand,Share of population who are obese,Total,Female,2015,32.1
New Zealand,Share of population who are obese,Total,Female,2016,32.6
New Zealand,Share of population who are obese,Total,Female,2017,34
New Zealand,Share of population who are obese,Total,Female,2018,33.8
New Zealand,Share of population who are obese,Total,Female,2019,32.1
New Zealand,Share of population who are obese,Total,Female,2020,32
New Zealand,Share of population who are obese,Total,Female,2021,35.8
New Zealand,Share of population who are obese,Total,Female,2023,33.1
New Zealand,Share of population who are obese,Total,Female,2024,34.6
New Zealand,Share of population who are obese,Total,Female,2025,35.8
Portugal,Share of population who are obese,Total,Female,2015,32.1
Türkiye,Share of population who are obese,Total,Female,2017,35.9
Türkiye,Share of population who are obese,Total,Female,2023,30.8
United Kingdom,Share of population who are obese,Total,Female,2015,26.8
United Kingdom,Share of population who are obese,Total,Female,2016,26.6
United Kingdom,Share of population who are obese,Total,Female,2017,30
United Kingdom,Share of population who are obese,Total,Female,2018,29.2
United Kingdom,Share of population who are obese,Total,Female,2019,29.1
United States,Share of population who are obese,Total,Female,2016,41.6
United States,Share of population who are obese,Total,Female,2018,42.1
United States,Share of population who are obese,Total,Female,2020,42.1
United States,Share of population who are obese,Total,Female,2023,42
Finland,Share of population who are daily smokers,15 years or over,Female,2015,14.5
Finland,Share of population who are daily smokers,15 years or over,Male,2015,18.8
Finland,Share of population who are daily smokers,15 years or over,Total,2015,16.6
Finland,Share of population who are daily smokers,15 years or over,Total,2016,15.4
Finland,Share of population who are daily smokers,15 years or over,Male,2016,16.2
Finland,Share of population who are daily smokers,15 years or over,Female,2016,15.4
Finland,Share of population who are daily smokers,15 years or over,Female,2017,11.9
Finland,Share of population who are daily smokers,15 years or over,Male,2017,14.6
Finland,Share of population who are daily smokers,15 years or over,Total,2017,13.2
Finland,Share of population who are daily smokers,15 years or over,Total,2018,14.1
Finland,Share of population who are daily smokers,15 years or over,Male,2018,15.2
Finland,Share of population who are daily smokers,15 years or over,Female,2018,13
Finland,Share of population who are daily smokers,15 years or over,Female,2019,10.4
Finland,Share of population who are daily smokers,15 years or over,Male,2019,16.3
Finland,Share of population who are daily smokers,15 years or over,Total,2019,13.3
Finland,Share of population who are daily smokers,15 years or over,Total,2020,12.4
Finland,Share of population who are daily smokers,15 years or over,Male,2020,13.5
Finland,Share of population who are daily smokers,15 years or over,Female,2020,11.3
Finland,Share of population who are daily smokers,15 years or over,Total,2022,11.3
Finland,Share of population who are daily smokers,15 years or over,Male,2022,12
Finland,Share of population who are daily smokers,15 years or over,Female,2022,10.6
Finland,Share of population who are daily smokers,15 years or over,Total,2024,10.2
Finland,Share of population who are daily smokers,15 years or over,Male,2024,11.3
Finland,Share of population who are daily smokers,15 years or over,Female,2024,9.1
France,Share of population who are daily smokers,15 years or over,Male,2022,27.4
France,Share of population who are daily smokers,15 years or over,Female,2022,21.7
France,Share of population who are daily smokers,15 years or over,Total,2022,24.5
France,Share of population who are daily smokers,15 years or over,Total,2023,23.1
France,Share of population who are daily smokers,15 years or over,Female,2023,20.9
France,Share of population who are daily smokers,15 years or over,Male,2023,25.4
France,Share of population who are daily smokers,15 years or over,Male,2024,20.4
France,Share of population who are daily smokers,15 years or over,Female,2024,16.2
France,Share of population who are daily smokers,15 years or over,Total,2024,18.2
Finland,Share of population who are daily smokers,From 15 to 24 years,Female,2015,15.6
Finland,Share of population who are daily smokers,From 15 to 24 years,Total,2015,15.8
Finland,Share of population who are daily smokers,From 15 to 24 years,Male,2015,16
Finland,Share of population who are daily smokers,From 15 to 24 years,Male,2016,11
Finland,Share of population who are daily smokers,From 15 to 24 years,Total,2016,14
Finland,Share of population who are daily smokers,From 15 to 24 years,Female,2016,16
France,Share of population who are daily smokers,From 15 to 24 years,Female,2023,21.8
France,Share of population who are daily smokers,From 15 to 24 years,Male,2023,25
France,Share of population who are daily smokers,From 15 to 24 years,Total,2023,23.4
France,Share of population who are daily smokers,From 15 to 24 years,Total,2024,17.3
France,Share of population who are daily smokers,From 15 to 24 years,Male,2024,19.4
France,Share of population who are daily smokers,From 15 to 24 years,Female,2024,15.3
Australia,Share of population who are regular vaping product users,From 15 to 24 years,Male,2016,1.9
Australia,Share of population who are regular vaping product users,From 15 to 24 years,Total,2016,1.4
Australia,Share of population who are regular vaping product users,From 15 to 24 years,Female,2016,0.7
Australia,Share of population who are regular vaping product users,From 15 to 24 years,Female,2019,1.5
Australia,Share of population who are regular vaping product users,From 15 to 24 years,Male,2019,4.8
Australia,Share of population who are regular vaping product users,From 15 to 24 years,Total,2019,3.2
Australia,Share of population who are regular vaping product users,From 15 to 24 years,Male,2022,13.8
Australia,Share of population who are regular vaping product users,From 15 to 24 years,Total,2022,14.5
Australia,Share of population who are regular vaping product users,From 15 to 24 years,Female,2022,15.6
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Male,2015,7.9
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Female,2015,4.4
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Total,2015,6.2
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Male,2017,9
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Female,2017,3.9
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Total,2017,6.5
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Male,2021,16
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Female,2021,11
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Total,2021,13.6
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Total,2022,15.8
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Female,2022,15.5
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Male,2022,16.1
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Total,2024,18.5
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Female,2024,20.5
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Male,2024,16.9
Denmark,Share of population who are regular vaping product users,From 15 to 24 years,Male,2017,4.2
Denmark,Share of population who are regular vaping product users,From 15 to 24 years,Female,2017,1.3
Denmark,Share of population who are regular vaping product users,From 15 to 24 years,Total,2017,2.7
Finland,Share of population who are regular vaping product users,From 15 to 24 years,Female,2016,4.2
Finland,Share of population who are regular vaping product users,From 15 to 24 years,Total,2016,5.2
Finland,Share of population who are regular vaping product users,From 15 to 24 years,Male,2016,6.1
Finland,Share of population who are regular vaping product users,From 15 to 24 years,Male,2017,2
Finland,Share of population who are regular vaping product users,From 15 to 24 years,Total,2017,3.4
Finland,Share of population who are regular vaping product users,From 15 to 24 years,Female,2017,4.9
Finland,Share of population who are regular vaping product users,From 15 to 24 years,Male,2019,7.2
Finland,Share of population who are regular vaping product users,From 15 to 24 years,Total,2019,4.6
Finland,Share of population who are regular vaping product users,From 15 to 24 years,Female,2019,2.1
France,Share of population who are regular vaping product users,From 15 to 24 years,Female,2021,4.4
France,Share of population who are regular vaping product users,From 15 to 24 years,Total,2021,6.4
France,Share of population who are regular vaping product users,From 15 to 24 years,Male,2021,8.4
France,Share of population who are regular vaping product users,From 15 to 24 years,Female,2023,6.5
France,Share of population who are regular vaping product users,From 15 to 24 years,Total,2023,7.1
France,Share of population who are regular vaping product users,From 15 to 24 years,Male,2023,7.8
Germany,Share of population who are regular vaping product users,From 15 to 24 years,Total,2019,4.8
Germany,Share of population who are regular vaping product users,From 15 to 24 years,Male,2019,6.4
Germany,Share of population who are regular vaping product users,From 15 to 24 years,Female,2019,3.1
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Total,2015,0.7
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Male,2015,1.2
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Female,2015,0.2
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Female,2016,0.8
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Male,2016,1.8
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Total,2016,1.3
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Total,2017,3.4
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Male,2017,5.2
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Female,2017,1.5
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Female,2018,1.7
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Male,2018,4
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Total,2018,2.9
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Total,2019,3.4
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Male,2019,4.4
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Female,2019,2.3
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Female,2020,2.7
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Male,2020,4.8
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Total,2020,3.8
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Total,2021,4.1
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Male,2021,4.6
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Female,2021,3.7
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Total,2023,8
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Male,2023,8.5
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Female,2023,7.3
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Female,2024,8.4
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Male,2024,10
Italy,Share of population who are regular vaping product users,From 15 to 24 years,Total,2024,9.2
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Female,2018,3.9
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Male,2018,5.8
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Total,2018,4.9
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Total,2019,7.1
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Male,2019,8.7
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Female,2019,5.5
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Female,2020,9.4
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Male,2020,9.2
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Total,2020,9.3
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Total,2021,18.7
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Male,2021,20.5
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Female,2021,16.7
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Female,2022,26
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Male,2022,22.3
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Total,2022,24.1
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Total,2023,27.4
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Male,2023,26.1
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Female,2023,29.5
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Female,2024,28.5
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Male,2024,25.8
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Total,2024,27.3
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Total,2025,26.1
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Male,2025,28
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Female,2025,24.8
Portugal,Share of population who are regular vaping product users,From 15 to 24 years,Male,2019,2.4
Portugal,Share of population who are regular vaping product users,From 15 to 24 years,Total,2019,1.9
Portugal,Share of population who are regular vaping product users,From 15 to 24 years,Female,2019,1.4
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Female,2015,1.6
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Male,2015,4
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Total,2015,2.8
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Total,2016,5.8
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Male,2016,8.9
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Female,2016,2.6
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Female,2017,3.1
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Male,2017,7.6
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Total,2017,5.4
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Total,2018,4.8
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Male,2018,7.8
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Female,2018,1.1
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Female,2019,3.4
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Male,2019,3.2
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Total,2019,3.3
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Total,2020,7
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Male,2020,9.1
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Female,2020,4.7
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Female,2021,9
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Male,2021,13
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Total,2021,11.1
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Total,2022,15.5
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Male,2022,12.3
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Female,2022,18.9
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Female,2023,17.6
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Male,2023,14.3
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Total,2023,15.8
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Total,2024,13
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Male,2024,10.6
United Kingdom,Share of population who are regular vaping product users,From 15 to 24 years,Female,2024,15.7
United States,Share of population who are regular vaping product users,From 15 to 24 years,Female,2015,2.5
United States,Share of population who are regular vaping product users,From 15 to 24 years,Total,2015,5.2
United States,Share of population who are regular vaping product users,From 15 to 24 years,Male,2015,7.8
United States,Share of population who are regular vaping product users,From 15 to 24 years,Male,2016,7.1
United States,Share of population who are regular vaping product users,From 15 to 24 years,Total,2016,4.7
United States,Share of population who are regular vaping product users,From 15 to 24 years,Female,2016,2.3
United States,Share of population who are regular vaping product users,From 15 to 24 years,Female,2017,4
