country,measure,age,sex,year,value
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Male,2019,20.7
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Male,2020,15.9
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Male,2021,13.5
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Male,2022,9.9
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Male,2023,7.1
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Male,2024,8.5
United States,Share of population who are daily smokers,From 15 to 24 years,Male,2015,8.2
United States,Share of population who are daily smokers,From 15 to 24 years,Male,2016,9.9
United States,Share of population who are daily smokers,From 15 to 24 years,Male,2017,6.9
United States,Share of population who are daily smokers,From 15 to 24 years,Male,2018,4.3
United States,Share of population who are daily smokers,From 15 to 24 years,Male,2019,5
United States,Share of population who are daily smokers,From 15 to 24 years,Male,2020,5.7
United States,Share of population who are daily smokers,From 15 to 24 years,Male,2021,3.4
United States,Share of population who are daily smokers,From 15 to 24 years,Male,2022,3.5
United States,Share of population who are daily smokers,From 15 to 24 years,Male,2023,1.9
United States,Share of population who are daily smokers,From 15 to 24 years,Male,2024,2
Australia,Share of population who are daily smokers,From 15 to 24 years,Female,2016,8.3
Australia,Share of population who are daily smokers,From 15 to 24 years,Female,2019,6.4
Australia,Share of population who are daily smokers,From 15 to 24 years,Female,2022,3.7
Canada,Share of population who are daily smokers,From 15 to 24 years,Female,2016,6.8
Canada,Share of population who are daily smokers,From 15 to 24 years,Female,2017,5.6
Canada,Share of population who are daily smokers,From 15 to 24 years,Female,2018,5.6
Canada,Share of population who are daily smokers,From 15 to 24 years,Female,2019,3.6
Canada,Share of population who are daily smokers,From 15 to 24 years,Female,2020,1.9
Canada,Share of population who are daily smokers,From 15 to 24 years,Female,2021,1.4
Canada,Share of population who are daily smokers,From 15 to 24 years,Female,2022,1.5
Canada,Share of population who are daily smokers,From 15 to 24 years,Female,2024,1.6
Denmark,Share of population who are daily smokers,From 15 to 24 years,Female,2017,14.2
Denmark,Share of population who are daily smokers,From 15 to 24 years,Female,2021,9.3
Denmark,Share of population who are daily smokers,From 15 to 24 years,Female,2023,4.7
Finland,Share of population who are daily smokers,From 15 to 24 years,Female,2019,9
France,Share of population who are daily smokers,From 15 to 24 years,Female,2016,29.2
France,Share of population who are daily smokers,From 15 to 24 years,Female,2017,28.8
France,Share of population who are daily smokers,From 15 to 24 years,Female,2018,28.8
France,Share of population who are daily smokers,From 15 to 24 years,Female,2019,27
France,Share of population who are daily smokers,From 15 to 24 years,Female,2020,27.7
France,Share of population who are daily smokers,From 15 to 24 years,Female,2021,27.9
Germany,Share of population who are daily smokers,From 15 to 24 years,Female,2017,11.2
Germany,Share of population who are daily smokers,From 15 to 24 years,Female,2021,7.9
Greece,Share of population who are daily smokers,From 15 to 24 years,Female,2019,7.9
Italy,Share of population who are daily smokers,From 15 to 24 years,Female,2015,14
Italy,Share of population who are daily smokers,From 15 to 24 years,Female,2016,15.7
Italy,Share of population who are daily smokers,From 15 to 24 years,Female,2017,14.7
Italy,Share of population who are daily smokers,From 15 to 24 years,Female,2018,15.7
Italy,Share of population who are daily smokers,From 15 to 24 years,Female,2019,13.3
Italy,Share of population who are daily smokers,From 15 to 24 years,Female,2020,13.5
Italy,Share of population who are daily smokers,From 15 to 24 years,Female,2021,15
Italy,Share of population who are daily smokers,From 15 to 24 years,Female,2022,12.9
Italy,Share of population who are daily smokers,From 15 to 24 years,Female,2023,16.2
Italy,Share of population who are daily smokers,From 15 to 24 years,Female,2024,17.8
Korea,Share of population who are daily smokers,From 15 to 24 years,Female,2015,4.1
Korea,Share of population who are daily smokers,From 15 to 24 years,Female,2016,2.6
Korea,Share of population who are daily smokers,From 15 to 24 years,Female,2017,4.4
Korea,Share of population who are daily smokers,From 15 to 24 years,Female,2018,5.9
Korea,Share of population who are daily smokers,From 15 to 24 years,Female,2019,5.2
Korea,Share of population who are daily smokers,From 15 to 24 years,Female,2020,5
Korea,Share of population who are daily smokers,From 15 to 24 years,Female,2021,5.3
Korea,Share of population who are daily smokers,From 15 to 24 years,Female,2022,3.6
Korea,Share of population who are daily smokers,From 15 to 24 years,Female,2023,7
Korea,Share of population who are daily smokers,From 15 to 24 years,Female,2024,0.8
New Zealand,Share of population who are daily smokers,From 15 to 24 years,Female,2015,14.6
New Zealand,Share of population who are daily smokers,From 15 to 24 years,Female,2016,12.4
New Zealand,Share of population who are daily smokers,From 15 to 24 years,Female,2017,12.8
New Zealand,Share of population who are daily smokers,From 15 to 24 years,Female,2018,13
New Zealand,Share of population who are daily smokers,From 15 to 24 years,Female,2019,10.4
New Zealand,Share of population who are daily smokers,From 15 to 24 years,Female,2020,8.6
New Zealand,Share of population who are daily smokers,From 15 to 24 years,Female,2021,6.5
New Zealand,Share of population who are daily smokers,From 15 to 24 years,Female,2022,6.2
New Zealand,Share of population who are daily smokers,From 15 to 24 years,Female,2023,3
New Zealand,Share of population who are daily smokers,From 15 to 24 years,Female,2024,1.5
New Zealand,Share of population who are daily smokers,From 15 to 24 years,Female,2025,1.5
Portugal,Share of population who are daily smokers,From 15 to 24 years,Female,2019,9.6
Türkiye,Share of population who are daily smokers,From 15 to 24 years,Female,2016,7.8
Türkiye,Share of population who are daily smokers,From 15 to 24 years,Female,2019,7.9
Türkiye,Share of population who are daily smokers,From 15 to 24 years,Female,2022,9
Türkiye,Share of population who are daily smokers,From 15 to 24 years,Female,2025,10.1
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Female,2015,22.9
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Female,2016,16
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Female,2017,15.7
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Female,2018,18.4
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Female,2019,15.2
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Female,2020,14.4
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Female,2021,12.7
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Female,2022,11
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Female,2023,9.4
United Kingdom,Share of population who are daily smokers,From 15 to 24 years,Female,2024,7.9
United States,Share of population who are daily smokers,From 15 to 24 years,Female,2015,7.3
United States,Share of population who are daily smokers,From 15 to 24 years,Female,2016,8
United States,Share of population who are daily smokers,From 15 to 24 years,Female,2017,6.8
United States,Share of population who are daily smokers,From 15 to 24 years,Female,2018,5.6
United States,Share of population who are daily smokers,From 15 to 24 years,Female,2019,4.8
United States,Share of population who are daily smokers,From 15 to 24 years,Female,2020,4.2
United States,Share of population who are daily smokers,From 15 to 24 years,Female,2021,2.9
United States,Share of population who are daily smokers,From 15 to 24 years,Female,2022,2.3
United States,Share of population who are daily smokers,From 15 to 24 years,Female,2023,1.5
United States,Share of population who are daily smokers,From 15 to 24 years,Female,2024,0.7
Canada,Share of population who are regular vaping product users,15 years or over,Female,2019,3.6
Canada,Share of population who are regular vaping product users,15 years or over,Male,2019,5.8
Canada,Share of population who are regular vaping product users,15 years or over,Male,2020,5.8
Canada,Share of population who are regular vaping product users,15 years or over,Female,2020,2.9
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Female,2020,9.5
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Male,2020,15.7
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Male,2023,21.4
Canada,Share of population who are regular vaping product users,From 15 to 24 years,Female,2023,17.1
Canada,Share of population who are regular vaping product users,15 years or over,Female,2023,5
Canada,Share of population who are regular vaping product users,15 years or over,Male,2023,7.4
Denmark,Share of population who are regular vaping product users,15 years or over,Male,2021,2.7
Denmark,Share of population who are regular vaping product users,From 15 to 24 years,Male,2021,4.3
Denmark,Share of population who are regular vaping product users,From 15 to 24 years,Female,2021,3.3
Denmark,Share of population who are regular vaping product users,15 years or over,Female,2021,2
Denmark,Share of population who are regular vaping product users,15 years or over,Female,2022,4.2
Denmark,Share of population who are regular vaping product users,15 years or over,Male,2022,4
Denmark,Share of population who are regular vaping product users,15 years or over,Male,2023,6.1
Denmark,Share of population who are regular vaping product users,15 years or over,Female,2023,7.9
Denmark,Share of population who are regular vaping product users,15 years or over,Female,2024,6
Denmark,Share of population who are regular vaping product users,15 years or over,Male,2024,7
France,Share of population who are regular vaping product users,15 years or over,Male,2024,8.8
France,Share of population who are regular vaping product users,15 years or over,Female,2024,7
Greece,Share of population who are regular vaping product users,15 years or over,Male,2019,2.3
Greece,Share of population who are regular vaping product users,15 years or over,Female,2019,1.3
Greece,Share of population who are regular vaping product users,From 15 to 24 years,Female,2019,0
Greece,Share of population who are regular vaping product users,From 15 to 24 years,Male,2019,0.9
New Zealand,Share of population who are regular vaping product users,15 years or over,Male,2016,1.6
New Zealand,Share of population who are regular vaping product users,15 years or over,Female,2016,1.1
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Female,2016,1.2
New Zealand,Share of population who are regular vaping product users,From 15 to 24 years,Male,2016,2.6
Japan,Share of population who are overweight,Total,Female,2015,16.2
Japan,Share of population who are overweight,Total,Male,2015,25
Japan,Share of population who are overweight,Total,Total,2015,20.1
Japan,Share of population who are overweight,Total,Total,2016,21.2
Japan,Share of population who are overweight,Total,Male,2016,26.8
Japan,Share of population who are overweight,Total,Female,2016,16.6
Japan,Share of population who are overweight,Total,Female,2017,17.8
Japan,Share of population who are overweight,Total,Male,2017,26
Japan,Share of population who are overweight,Total,Total,2017,21.6
Japan,Share of population who are overweight,Total,Total,2018,22.7
Japan,Share of population who are overweight,Total,Male,2018,27.9
Japan,Share of population who are overweight,Total,Female,2018,18.2
Japan,Share of population who are overweight,Total,Female,2019,18.5
Japan,Share of population who are overweight,Total,Male,2019,27.5
Japan,Share of population who are overweight,Total,Total,2019,22.6
Japan,Share of population who are overweight,Total,Total,2022,21.7
Japan,Share of population who are overweight,Total,Male,2022,27.3
Japan,Share of population who are overweight,Total,Female,2022,16.8
Japan,Share of population who are overweight,Total,Female,2023,16.7
Japan,Share of population who are overweight,Total,Male,2023,26.8
Japan,Share of population who are overweight,Total,Total,2023,21.4
Japan,Share of population who are overweight,Total,Total,2024,21
Japan,Share of population who are overweight,Total,Male,2024,27.7
Japan,Share of population who are overweight,Total,Female,2024,15.4
United Kingdom,Share of population who are overweight,Total,Female,2015,31.2
United Kingdom,Share of population who are overweight,Total,Total,2015,36.1
United Kingdom,Share of population who are overweight,Total,Male,2015,40.9
United Kingdom,Share of population who are overweight,Total,Male,2016,39.9
United Kingdom,Share of population who are overweight,Total,Total,2016,35.2
United Kingdom,Share of population who are overweight,Total,Female,2016,30.5
United Kingdom,Share of population who are overweight,Total,Female,2017,31.5
United Kingdom,Share of population who are overweight,Total,Total,2017,35.6
United Kingdom,Share of population who are overweight,Total,Male,2017,39.8
United Kingdom,Share of population who are overweight,Total,Male,2018,40.8
United Kingdom,Share of population who are overweight,Total,Total,2018,35.5
United Kingdom,Share of population who are overweight,Total,Female,2018,30.5
United Kingdom,Share of population who are overweight,Total,Female,2019,31.3
United Kingdom,Share of population who are overweight,Total,Total,2019,36.2
United Kingdom,Share of population who are overweight,Total,Male,2019,41.2
Australia,Share of population who are overweight,Total,Total,2017,34.8
Australia,Share of population who are overweight,Total,Female,2017,29
Australia,Share of population who are overweight,Total,Male,2017,40.9
Australia,Share of population who are overweight,Total,Male,2022,37.7
Australia,Share of population who are overweight,Total,Female,2022,29
Australia,Share of population who are overweight,Total,Total,2022,33.3
Canada,Share of population who are overweight,Total,Male,2017,38.4
Canada,Share of population who are overweight,Total,Female,2017,28.5
Canada,Share of population who are overweight,Total,Total,2017,33.5
Canada,Share of population who are overweight,Total,Male,2019,39.6
Canada,Share of population who are overweight,Total,Female,2019,31.4
Canada,Share of population who are overweight,Total,Total,2019,35.5
Finland,Share of population who are overweight,Total,Total,2017,40.8
Finland,Share of population who are overweight,Total,Female,2017,35.8
Finland,Share of population who are overweight,Total,Male,2017,45.8
Finland,Share of population who are overweight,Total,Male,2022,44.5
Finland,Share of population who are overweight,Total,Female,2022,35
Finland,Share of population who are overweight,Total,Total,2022,39.7
France,Share of population who are overweight,Total,Female,2015,26.8
France,Share of population who are overweight,Total,Total,2015,32
France,Share of population who are overweight,Total,Male,2015,37.1
France,Share of population who are overweight,Total,Female,2017,24.7
France,Share of population who are overweight,Total,Total,2017,30.8
France,Share of population who are overweight,Total,Male,2017,35.5
Korea,Share of population who are overweight,Total,Male,2015,32.4
Korea,Share of population who are overweight,Total,Female,2015,23.8
Korea,Share of population who are overweight,Total,Total,2015,28.1
Korea,Share of population who are overweight,Total,Total,2016,29
Korea,Share of population who are overweight,Total,Female,2016,23.4
Korea,Share of population who are overweight,Total,Male,2016,34.6
Korea,Share of population who are overweight,Total,Male,2017,34.3
Korea,Share of population who are overweight,Total,Female,2017,22.4
Korea,Share of population who are overweight,Total,Total,2017,28.4
Korea,Share of population who are overweight,Total,Total,2018,28.4
Korea,Share of population who are overweight,Total,Female,2018,22.5
Korea,Share of population who are overweight,Total,Male,2018,34.2
Korea,Share of population who are overweight,Total,Male,2019,34.3
Korea,Share of population who are overweight,Total,Female,2019,21.3
Korea,Share of population who are overweight,Total,Total,2019,27.9
Korea,Share of population who are overweight,Total,Total,2020,30.5
Korea,Share of population who are overweight,Total,Female,2020,23.8
Korea,Share of population who are overweight,Total,Male,2020,37.1
Korea,Share of population who are overweight,Total,Male,2021,36.5
Korea,Share of population who are overweight,Total,Female,2021,22.9
Korea,Share of population who are overweight,Total,Total,2021,29.7
Korea,Share of population who are overweight,Total,Total,2022,29.4
Korea,Share of population who are overweight,Total,Female,2022,22.3
Korea,Share of population who are overweight,Total,Male,2022,36.4
Korea,Share of population who are overweight,Total,Male,2023,34.4
Korea,Share of population who are overweight,Total,Female,2023,24.1
Korea,Share of population who are overweight,Total,Total,2023,29.3
Korea,Share of population who are overweight,Total,Total,2024,29.3
Korea,Share of population who are overweight,Total,Female,2024,21.7
Korea,Share of population who are overweight,Total,Male,2024,36.8
New Zealand,Share of population who are overweight,Total,Male,2015,40.8
New Zealand,Share of population who are overweight,Total,Female,2015,29.5
New Zealand,Share of population who are overweight,Total,Total,2015,35
New Zealand,Share of population who are overweight,Total,Total,2016,35.2
New Zealand,Share of population who are overweight,Total,Female,2016,30.8
New Zealand,Share of population who are overweight,Total,Male,2016,39.8
New Zealand,Share of population who are overweight,Total,Male,2017,39.1
New Zealand,Share of population who are overweight,Total,Female,2017,30.1
New Zealand,Share of population who are overweight,Total,Total,2017,34.5
New Zealand,Share of population who are overweight,Total,Total,2018,34.6
New Zealand,Share of population who are overweight,Total,Female,2018,29.7
New Zealand,Share of population who are overweight,Total,Male,2018,39.7
New Zealand,Share of population who are overweight,Total,Male,2019,39.2
New Zealand,Share of population who are overweight,Total,Female,2019,29.6
New Zealand,Share of population who are overweight,Total,Total,2019,34.3
New Zealand,Share of population who are overweight,Total,Total,2020,35.1
New Zealand,Share of population who are overweight,Total,Female,2020,30.5
New Zealand,Share of population who are overweight,Total,Male,2020,40
New Zealand,Share of population who are overweight,Total,Male,2021,37.7
New Zealand,Share of population who are overweight,Total,Female,2021,29.6
New Zealand,Share of population who are overweight,Total,Total,2021,33.6
New Zealand,Share of population who are overweight,Total,Male,2023,38.5
New Zealand,Share of population who are overweight,Total,Female,2023,27.8
New Zealand,Share of population who are overweight,Total,Total,2023,33.1
New Zealand,Share of population who are overweight,Total,Total,2024,33.1
New Zealand,Share of population who are overweight,Total,Female,2024,28.1
New Zealand,Share of population who are overweight,Total,Male,2024,38.2
New Zealand,Share of population who are overweight,Total,Male,2025,37.9
New Zealand,Share of population who are overweight,Total,Female,2025,28.6
New Zealand,Share of population who are overweight,Total,Total,2025,33.2
Portugal,Share of population who are overweight,Total,Total,2015,38.9
Portugal,Share of population who are overweight,Total,Male,2015,45.4
Portugal,Share of population who are overweight,Total,Female,2015,33.1
Türkiye,Share of population who are overweight,Total,Total,2017,35.6
Türkiye,Share of population who are overweight,Total,Female,2017,30.1
Türkiye,Share of population who are overweight,Total,Male,2017,41.2
Türkiye,Share of population who are overweight,Total,Total,2023,35.5
Türkiye,Share of population who are overweight,Total,Female,2023,29.7
Türkiye,Share of population who are overweight,Total,Male,2023,41.3
United States,Share of population who are overweight,Total,Male,2016,35.8
United States,Share of population who are overweight,Total,Total,2016,31
United States,Share of population who are overweight,Total,Female,2016,26.3
United States,Share of population who are overweight,Total,Male,2018,33.7
United States,Share of population who are overweight,Total,Total,2018,30.3
United States,Share of population who are overweight,Total,Female,2018,26.9
United States,Share of population who are overweight,Total,Male,2020,34.2
United States,Share of population who are overweight,Total,Total,2020,30.7
United States,Share of population who are overweight,Total,Female,2020,27.2
United States,Share of population who are overweight,Total,Female,2023,27.6
United States,Share of population who are overweight,Total,Total,2023,31.3
United States,Share of population who are overweight,Total,Male,2023,35.1
Australia,Share of population who are overweight,Total,Male,2017,34.9
Australia,Share of population who are overweight,Total,Male,2022,38.9
Canada,Share of population who are overweight,Total,Male,2016,39.1
Canada,Share of population who are overweight,Total,Male,2017,40.2
Canada,Share of population who are overweight,Total,Male,2018,40.2
Canada,Share of population who are overweight,Total,Male,2019,39.3
Canada,Share of population who are overweight,Total,Male,2020,39.1
Canada,Share of population who are overweight,Total,Male,2021,38.9
Canada,Share of population who are overweight,Total,Male,2022,38.6
Canada,Share of population who are overweight,Total,Male,2024,39
Denmark,Share of population who are overweight,Total,Male,2017,40.6
Denmark,Share of population who are overweight,Total,Male,2021,40.5
Finland,Share of population who are overweight,Total,Male,2019,42
France,Share of population who are overweight,Total,Male,2017,36.2
France,Share of population who are overweight,Total,Male,2019,36.8
Germany,Share of population who are overweight,Total,Male,2017,44
Germany,Share of population who are overweight,Total,Male,2021,43.7
Germany,Share of population who are overweight,Total,Male,2025,42.7
Greece,Share of population who are overweight,Total,Male,2019,49.2
Italy,Share of population who are overweight,Total,Male,2015,44
Italy,Share of population who are overweight,Total,Male,2016,44.6
Italy,Share of population who are overweight,Total,Male,2017,43
Italy,Share of population who are overweight,Total,Male,2018,43.5
Italy,Share of population who are overweight,Total,Male,2019,43.3
Italy,Share of population who are overweight,Total,Male,2020,43.9
Italy,Share of population who are overweight,Total,Male,2021,42.1
Italy,Share of population who are overweight,Total,Male,2022,42.7
Italy,Share of population who are overweight,Total,Male,2023,42
Italy,Share of population who are overweight,Total,Male,2024,43.1
Korea,Share of population who are overweight,Total,Male,2015,29.7
Korea,Share of population who are overweight,Total,Male,2016,30.9
Korea,Share of population who are overweight,Total,Male,2017,31.2
Korea,Share of population who are overweight,Total,Male,2018,33.2
Korea,Share of population who are overweight,Total,Male,2020,33.5
Korea,Share of population who are overweight,Total,Male,2021,34
Korea,Share of population who are overweight,Total,Male,2022,34
Korea,Share of population who are overweight,Total,Male,2023,34.2
Korea,Share of population who are overweight,Total,Male,2024,34.7
Korea,Share of population who are overweight,Total,Male,2025,35.5
Portugal,Share of population who are overweight,Total,Male,2022,43
Türkiye,Share of population who are overweight,Total,Male,2016,38.6
Türkiye,Share of population who are overweight,Total,Male,2019,39.7
Türkiye,Share of population who are overweight,Total,Male,2022,40.4
Türkiye,Share of population who are overweight,Total,Male,2025,43.1
United Kingdom,Share of population who are overweight,Total,Male,2017,40.6
United Kingdom,Share of population who are overweight,Total,Male,2021,43.3
United States,Share of population who are overweight,Total,Male,2015,39.7
United States,Share of population who are overweight,Total,Male,2016,41.4
United States,Share of population who are overweight,Total,Male,2017,40.9
United States,Share of population who are overweight,Total,Male,2018,40.8
United States,Share of population who are overweight,Total,Male,2019,39.2
United States,Share of population who are overweight,Total,Male,2020,39.5
United States,Share of population who are overweight,Total,Male,2021,39.7
United States,Share of population who are overweight,Total,Male,2022,39.3
United States,Share of population who are overweight,Total,Male,2023,38.4
United States,Share of population who are overweight,Total,Male,2024,38.3
Australia,Share of population who are overweight,Total,Female,2017,21.5
Australia,Share of population who are overweight,Total,Female,2022,27.5
Canada,Share of population who are overweight,Total,Female,2016,27.5
Canada,Share of population who are overweight,Total,Female,2017,27.8
Canada,Share of population who are overweight,Total,Female,2018,27.9
Canada,Share of population who are overweight,Total,Female,2019,28.1
Canada,Share of population who are overweight,Total,Female,2020,27.7
Canada,Share of population who are overweight,Total,Female,2021,28.7
Canada,Share of population who are overweight,Total,Female,2022,27.7
Canada,Share of population who are overweight,Total,Female,2024,28.4
Denmark,Share of population who are overweight,Total,Female,2017,27.8
Denmark,Share of population who are overweight,Total,Female,2021,27.8
Finland,Share of population who are overweight,Total,Female,2019,31
France,Share of population who are overweight,Total,Female,2017,25.6
France,Share of population who are overweight,Total,Female,2019,25.5
Germany,Share of population who are overweight,Total,Female,2017,28.5
Germany,Share of population who are overweight,Total,Female,2021,27.8
Germany,Share of population who are overweight,Total,Female,2025,28
Greece,Share of population who are overweight,Total,Female,2019,33.2
Italy,Share of population who are overweight,Total,Female,2015,27.3
Italy,Share of population who are overweight,Total,Female,2016,27.2
Italy,Share of population who are overweight,Total,Female,2017,28.4
Italy,Share of population who are overweight,Total,Female,2018,27.9
Italy,Share of population who are overweight,Total,Female,2019,28.1
Italy,Share of population who are overweight,Total,Female,2020,28.8
Italy,Share of population who are overweight,Total,Female,2021,26.8
Italy,Share of population who are overweight,Total,Female,2022,27.8
Italy,Share of population who are overweight,Total,Female,2023,27.6
Italy,Share of population who are overweight,Total,Female,2024,27.8
Korea,Share of population who are overweight,Total,Female,2015,16.7
Korea,Share of population who are overweight,Total,Female,2016,17.2
Korea,Share of population who are overweight,Total,Female,2017,17.4
Korea,Share of population who are overweight,Total,Female,2018,19.4
Korea,Share of population who are overweight,Total,Female,2020,18.5
Korea,Share of population who are overweight,Total,Female,2021,18.5
Korea,Share of population who are overweight,Total,Female,2022,18.8
Korea,Share of population who are overweight,Total,Female,2023,19.1
Korea,Share of population who are overweight,Total,Female,2024,19.4
Korea,Share of population who are overweight,Total,Female,2025,19.2
Portugal,Share of population who are overweight,Total,Female,2022,32.3
Türkiye,Share of population who are overweight,Total,Female,2016,30.1
Türkiye,Share of population who are overweight,Total,Female,2019,30.4
Türkiye,Share of population who are overweight,Total,Female,2022,30.9
Türkiye,Share of population who are overweight,Total,Female,2025,32.2
United Kingdom,Share of population who are overweight,Total,Female,2017,29.9
United Kingdom,Share of population who are overweight,Total,Female,2021,32.5
United States,Share of population who are overweight,Total,Female,2015,28.2
United States,Share of population who are overweight,Total,Female,2016,29
United States,Share of population who are overweight,Total,Female,2017,28.6
United States,Share of population who are overweight,Total,Female,2018,28.6
United States,Share of population who are overweight,Total,Female,2019,29
United States,Share of population who are overweight,Total,Female,2020,28.7
United States,Share of population who are overweight,Total,Female,2021,28.6
United States,Share of population who are overweight,Total,Female,2022,28.8
United States,Share of population who are overweight,Total,Female,2023,29.5
United States,Share of population who are overweight,Total,Female,2024,28.7
Australia,Share of population who are overweight,Total,Total,2017,28.1
Australia,Share of population who are overweight,Total,Total,2022,33.1
Canada,Share of population who are overweight,Total,Total,2016,33.4
Canada,Share of population who are overweight,Total,Total,2017,34
Canada,Share of population who are overweight,Total,Total,2018,34
Canada,Share of population who are overweight,Total,Total,2019,33.8
Canada,Share of population who are overweight,Total,Total,2020,33.4
Canada,Share of population who are overweight,Total,Total,2021,33.8
Canada,Share of population who are overweight,Total,Total,2022,33.2
Canada,Share of population who are overweight,Total,Total,2024,33.7
Denmark,Share of population who are overweight,Total,Total,2017,34.2
Denmark,Share of population who are overweight,Total,Total,2021,34.1
Finland,Share of population who are overweight,Total,Total,2019,36
France,Share of population who are overweight,Total,Total,2017,30.7
France,Share of population who are overweight,Total,Total,2019,30.9
Germany,Share of population who are overweight,Total,Total,2017,36.4
Germany,Share of population who are overweight,Total,Total,2021,35.9
Germany,Share of population who are overweight,Total,Total,2025,35.5
Greece,Share of population who are overweight,Total,Total,2019,40.8
Italy,Share of population who are overweight,Total,Total,2015,35.3
Italy,Share of population who are overweight,Total,Total,2016,35.5
Italy,Share of population who are overweight,Total,Total,2017,35.4
Italy,Share of population who are overweight,Total,Total,2018,35.4
Italy,Share of population who are overweight,Total,Total,2019,35.4
Italy,Share of population who are overweight,Total,Total,2020,36.1
Italy,Share of population who are overweight,Total,Total,2021,34.2
Italy,Share of population who are overweight,Total,Total,2022,35
Italy,Share of population who are overweight,Total,Total,2023,34.6
Italy,Share of population who are overweight,Total,Total,2024,35.2
Korea,Share of population who are overweight,Total,Total,2015,23.3
Korea,Share of population who are overweight,Total,Total,2016,24.1
Korea,Share of population who are overweight,Total,Total,2017,24.3
Korea,Share of population who are overweight,Total,Total,2018,26.3
Korea,Share of population who are overweight,Total,Total,2020,26
Korea,Share of population who are overweight,Total,Total,2021,26.2
Korea,Share of population who are overweight,Total,Total,2022,26.4
Korea,Share of population who are overweight,Total,Total,2023,26.6
Korea,Share of population who are overweight,Total,Total,2024,27
Korea,Share of population who are overweight,Total,Total,2025,27.3
Portugal,Share of population who are overweight,Total,Total,2022,37.3
Türkiye,Share of population who are overweight,Total,Total,2016,34.3
Türkiye,Share of population who are overweight,Total,Total,2019,35
Türkiye,Share of population who are overweight,Total,Total,2022,35.6
Türkiye,Share of population who are overweight,Total,Total,2025,37.6
United Kingdom,Share of population who are overweight,Total,Total,2017,35.2
United Kingdom,Share of population who are overweight,Total,Total,2021,37.8
United States,Share of population who are overweight,Total,Total,2015,33.9
United States,Share of population who are overweight,Total,Total,2016,35.1
United States,Share of population who are overweight,Total,Total,2017,34.7
United States,Share of population who are overweight,Total,Total,2018,34.6
United States,Share of population who are overweight,Total,Total,2019,34
United States,Share of population who are overweight,Total,Total,2020,34
United States,Share of population who are overweight,Total,Total,2021,34
United States,Share of population who are overweight,Total,Total,2022,34
United States,Share of population who are overweight,Total,Total,2023,33.9
United States,Share of population who are overweight,Total,Total,2024,33.4
Australia,Share of population who are obese,Total,Female,2017,18.7
Australia,Share of population who are obese,Total,Female,2022,25.5
Canada,Share of population who are obese,Total,Female,2016,18.1
Canada,Share of population who are obese,Total,Female,2017,19
Canada,Share of population who are obese,Total,Female,2018,18.7
Canada,Share of population who are obese,Total,Female,2019,19.7
Canada,Share of population who are obese,Total,Female,2020,20.7
Canada,Share of population who are obese,Total,Female,2021,21
Canada,Share of population who are obese,Total,Female,2022,22.4
Canada,Share of population who are obese,Total,Female,2024,24.4
Denmark,Share of population who are obese,Total,Female,2017,16.6
Denmark,Share of population who are obese,Total,Female,2021,18.3
Denmark,Share of population who are obese,Total,Female,2023,19.2
Finland,Share of population who are obese,Total,Female,2019,21
France,Share of population who are obese,Total,Female,2017,15
France,Share of population who are obese,Total,Female,2019,15.2
Germany,Share of population who are obese,Total,Female,2017,14.6
Germany,Share of population who are obese,Total,Female,2021,14.8
Germany,Share of population who are obese,Total,Female,2025,15.8
Greece,Share of population who are obese,Total,Female,2019,16.2
Italy,Share of population who are obese,Total,Female,2015,9
Italy,Share of population who are obese,Total,Female,2016,9.8
Italy,Share of population who are obese,Total,Female,2017,9.4
Italy,Share of population who are obese,Total,Female,2018,9.8
Italy,Share of population who are obese,Total,Female,2019,10.3
Italy,Share of population who are obese,Total,Female,2020,10.8
Italy,Share of population who are obese,Total,Female,2021,11.1
Italy,Share of population who are obese,Total,Female,2022,10.6
Italy,Share of population who are obese,Total,Female,2023,10.7
Italy,Share of population who are obese,Total,Female,2024,10.9
Korea,Share of population who are obese,Total,Female,2015,2.1
Korea,Share of population who are obese,Total,Female,2016,2.3
Korea,Share of population who are obese,Total,Female,2017,2.3
Korea,Share of population who are obese,Total,Female,2018,3.2
Korea,Share of population who are obese,Total,Female,2020,2.9
Korea,Share of population who are obese,Total,Female,2021,3.1
Korea,Share of population who are obese,Total,Female,2022,3.3
Korea,Share of population who are obese,Total,Female,2023,3.2
