country,measure,age,sex,year,value,status
Canada,Perceived health status,15 years or over,Male,2020,2.7,Bad/very bad health
Canada,Perceived health status,15 years or over,Female,2020,2.9,Bad/very bad health
Canada,Perceived health status,15 years or over,Total,2020,2.8,Bad/very bad health
Canada,Perceived health status,15 years or over,Male,2020,8,"Fair (not good, not bad) health"
Canada,Perceived health status,15 years or over,Female,2020,8.3,"Fair (not good, not bad) health"
Canada,Perceived health status,15 years or over,Total,2020,8.2,"Fair (not good, not bad) health"
Canada,Perceived health status,15 years or over,Total,2021,8.9,"Fair (not good, not bad) health"
Canada,Perceived health status,15 years or over,Female,2021,9.1,"Fair (not good, not bad) health"
Canada,Perceived health status,15 years or over,Male,2021,8.6,"Fair (not good, not bad) health"
Canada,Perceived health status,15 years or over,Total,2021,2.8,Bad/very bad health
Canada,Perceived health status,15 years or over,Female,2021,2.8,Bad/very bad health
Canada,Perceived health status,15 years or over,Male,2021,2.9,Bad/very bad health
Canada,Perceived health status,15 years or over,Male,2022,3.6,Bad/very bad health
Canada,Perceived health status,15 years or over,Female,2022,3.5,Bad/very bad health
Canada,Perceived health status,15 years or over,Total,2022,3.6,Bad/very bad health
Canada,Perceived health status,15 years or over,Male,2022,9.7,"Fair (not good, not bad) health"
Canada,Perceived health status,15 years or over,Female,2022,11.5,"Fair (not good, not bad) health"
Canada,Perceived health status,15 years or over,Total,2022,10.6,"Fair (not good, not bad) health"
Canada,Perceived health status,15 years or over,Total,2024,11.8,"Fair (not good, not bad) health"
Canada,Perceived health status,15 years or over,Female,2024,3.3,Bad/very bad health
Canada,Perceived health status,15 years or over,Female,2024,12,"Fair (not good, not bad) health"
Canada,Perceived health status,15 years or over,Male,2024,3.1,Bad/very bad health
Canada,Perceived health status,15 years or over,Total,2024,3.2,Bad/very bad health
Canada,Perceived health status,15 years or over,Male,2024,11.5,"Fair (not good, not bad) health"
Canada,Perceived health status,From 15 to 24 years,Total,2015,94.6,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Female,2015,94.7,Good/very good health
Canada,Perceived health status,15 years or over,Female,2015,88.6,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Male,2015,94.5,Good/very good health
Canada,Perceived health status,15 years or over,Male,2015,89.4,Good/very good health
Canada,Perceived health status,65 years or over,Male,2015,80.1,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Male,2015,87.8,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Total,2015,93.2,Good/very good health
Canada,Perceived health status,65 years or over,Female,2015,78.6,Good/very good health
Canada,Perceived health status,65 years or over,Total,2015,79.3,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Male,2015,93.5,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Female,2015,92.9,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Female,2015,87.9,Good/very good health
Canada,Perceived health status,15 years or over,Total,2015,89,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Total,2015,87.8,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Total,2023,91.6,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Female,2023,91.3,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Male,2023,91.8,Good/very good health
Canada,Perceived health status,15 years or over,Female,2023,84.9,Good/very good health
Canada,Perceived health status,15 years or over,Male,2023,86.3,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Male,2023,86.3,Good/very good health
Canada,Perceived health status,65 years or over,Male,2023,76.9,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Total,2023,89.7,Good/very good health
Canada,Perceived health status,65 years or over,Female,2023,79.1,Good/very good health
Canada,Perceived health status,65 years or over,Total,2023,78.1,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Male,2023,90.6,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Female,2023,88.8,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Female,2023,83.3,Good/very good health
Canada,Perceived health status,15 years or over,Total,2023,85.6,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Total,2023,84.8,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Female,2019,85.9,Good/very good health
United Kingdom,Perceived health status,65 years or over,Total,2019,56.3,Good/very good health
United Kingdom,Perceived health status,From 25 to 44 years,Female,2019,80.9,Good/very good health
United Kingdom,Perceived health status,15 years or over,Female,2019,71.6,Good/very good health
United Kingdom,Perceived health status,65 years or over,Female,2019,57.1,Good/very good health
United Kingdom,Perceived health status,From 25 to 44 years,Male,2019,84.7,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Male,2019,89.6,Good/very good health
United Kingdom,Perceived health status,From 25 to 44 years,Total,2019,82.8,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Female,2019,67.8,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Total,2019,87.8,Good/very good health
United Kingdom,Perceived health status,15 years or over,Male,2019,74.3,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Male,2019,70.3,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Total,2019,69,Good/very good health
United Kingdom,Perceived health status,65 years or over,Male,2019,55.4,Good/very good health
United Kingdom,Perceived health status,15 years or over,Total,2019,72.9,Good/very good health
United Kingdom,Perceived health status,15 years or over,Total,2020,77.1,Good/very good health
United Kingdom,Perceived health status,15 years or over,Male,2020,78.2,Good/very good health
United Kingdom,Perceived health status,15 years or over,Female,2020,77.1,Good/very good health
United Kingdom,Perceived health status,65 years or over,Male,2020,60.9,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Total,2020,73.7,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Male,2020,74.6,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Total,2020,88.9,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Female,2020,72.7,Good/very good health
United Kingdom,Perceived health status,From 25 to 44 years,Total,2020,85.2,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Male,2020,89.9,Good/very good health
United Kingdom,Perceived health status,From 25 to 44 years,Male,2020,86.7,Good/very good health
United Kingdom,Perceived health status,65 years or over,Female,2020,62.1,Good/very good health
United Kingdom,Perceived health status,From 25 to 44 years,Female,2020,83.8,Good/very good health
United Kingdom,Perceived health status,65 years or over,Total,2020,61.5,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Female,2020,87.8,Good/very good health
Australia,Perceived health status,From 25 to 44 years,Female,2017,91.2,Good/very good health
Australia,Perceived health status,15 years or over,Female,2017,85.6,Good/very good health
Australia,Perceived health status,From 15 to 24 years,Male,2017,92.1,Good/very good health
Australia,Perceived health status,15 years or over,Male,2017,84.8,Good/very good health
Australia,Perceived health status,From 45 to 64 years,Total,2017,82.6,Good/very good health
Australia,Perceived health status,From 45 to 64 years,Female,2017,83.4,Good/very good health
Australia,Perceived health status,65 years or over,Total,2017,74,Good/very good health
Australia,Perceived health status,From 45 to 64 years,Male,2017,82,Good/very good health
Australia,Perceived health status,65 years or over,Male,2017,73.7,Good/very good health
Australia,Perceived health status,65 years or over,Female,2017,73.8,Good/very good health
Australia,Perceived health status,From 25 to 44 years,Male,2017,89.6,Good/very good health
Australia,Perceived health status,From 25 to 44 years,Total,2017,90.4,Good/very good health
Australia,Perceived health status,From 15 to 24 years,Total,2017,91.9,Good/very good health
Australia,Perceived health status,15 years or over,Total,2017,85.2,Good/very good health
Australia,Perceived health status,From 15 to 24 years,Female,2017,92.5,Good/very good health
Australia,Perceived health status,From 15 to 24 years,Female,2022,92.3,Good/very good health
Australia,Perceived health status,15 years or over,Total,2022,85,Good/very good health
Australia,Perceived health status,From 15 to 24 years,Total,2022,92.8,Good/very good health
Australia,Perceived health status,From 25 to 44 years,Total,2022,90.3,Good/very good health
Australia,Perceived health status,From 25 to 44 years,Male,2022,91.8,Good/very good health
Australia,Perceived health status,65 years or over,Female,2022,74.2,Good/very good health
Australia,Perceived health status,65 years or over,Male,2022,73.8,Good/very good health
Australia,Perceived health status,From 45 to 64 years,Male,2022,82.1,Good/very good health
Australia,Perceived health status,65 years or over,Total,2022,73.8,Good/very good health
Australia,Perceived health status,From 45 to 64 years,Female,2022,82.8,Good/very good health
Australia,Perceived health status,From 45 to 64 years,Total,2022,82.5,Good/very good health
Australia,Perceived health status,15 years or over,Male,2022,85.6,Good/very good health
Australia,Perceived health status,From 15 to 24 years,Male,2022,93.7,Good/very good health
Australia,Perceived health status,15 years or over,Female,2022,84.5,Good/very good health
Australia,Perceived health status,From 25 to 44 years,Female,2022,89.1,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Male,2015,87,Good/very good health
New Zealand,Perceived health status,15 years or over,Male,2015,89.1,Good/very good health
New Zealand,Perceived health status,65 years or over,Male,2015,85.8,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Male,2015,93.2,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Male,2015,90.6,Good/very good health
New Zealand,Perceived health status,65 years or over,Male,2016,86.2,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Male,2016,88.8,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Male,2016,91.5,Good/very good health
New Zealand,Perceived health status,15 years or over,Male,2016,87.9,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Male,2016,85.9,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Male,2017,86.3,Good/very good health
New Zealand,Perceived health status,65 years or over,Male,2017,85.3,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Male,2017,91.5,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Male,2017,89.1,Good/very good health
New Zealand,Perceived health status,15 years or over,Male,2017,88,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Male,2018,88.1,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Male,2018,91.6,Good/very good health
New Zealand,Perceived health status,65 years or over,Male,2018,86,Good/very good health
New Zealand,Perceived health status,15 years or over,Male,2018,87.9,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Male,2018,86.9,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Male,2019,85.8,Good/very good health
New Zealand,Perceived health status,15 years or over,Male,2019,87.2,Good/very good health
New Zealand,Perceived health status,65 years or over,Male,2019,86.3,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Male,2019,88.6,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Male,2019,88.2,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Male,2020,87.3,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Male,2020,90.9,Good/very good health
New Zealand,Perceived health status,65 years or over,Male,2020,85.4,Good/very good health
New Zealand,Perceived health status,15 years or over,Male,2020,86.5,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Male,2020,83.7,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Male,2021,86.8,Good/very good health
New Zealand,Perceived health status,15 years or over,Male,2021,88.4,Good/very good health
New Zealand,Perceived health status,65 years or over,Male,2021,86.9,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Male,2021,93.1,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Male,2021,88.5,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Male,2022,89.1,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Male,2022,93.2,Good/very good health
New Zealand,Perceived health status,65 years or over,Male,2022,85.8,Good/very good health
New Zealand,Perceived health status,15 years or over,Male,2022,88.2,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Male,2022,86.2,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Male,2023,85,Good/very good health
New Zealand,Perceived health status,15 years or over,Male,2023,87.1,Good/very good health
New Zealand,Perceived health status,65 years or over,Male,2023,82.6,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Male,2023,91.3,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Male,2023,89.5,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Male,2024,87.2,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Male,2024,93.7,Good/very good health
New Zealand,Perceived health status,65 years or over,Male,2024,83.9,Good/very good health
New Zealand,Perceived health status,15 years or over,Male,2024,87,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Male,2024,84.9,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Male,2025,82.8,Good/very good health
New Zealand,Perceived health status,15 years or over,Male,2025,86.8,Good/very good health
New Zealand,Perceived health status,65 years or over,Male,2025,84.6,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Male,2025,92.9,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Male,2025,88.5,Good/very good health
New Zealand,Perceived health status,65 years or over,Total,2015,85.4,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Total,2015,87.6,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Total,2015,92.3,Good/very good health
New Zealand,Perceived health status,15 years or over,Total,2015,88.9,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Total,2015,90.2,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Total,2016,90.1,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Total,2016,86.7,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Total,2016,87.9,Good/very good health
New Zealand,Perceived health status,15 years or over,Total,2016,87.7,Good/very good health
New Zealand,Perceived health status,65 years or over,Total,2016,86.8,Good/very good health
New Zealand,Perceived health status,65 years or over,Total,2017,86.7,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Total,2017,87.2,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Total,2017,89.5,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Total,2017,89.3,Good/very good health
New Zealand,Perceived health status,15 years or over,Total,2017,88.2,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Total,2018,87.4,Good/very good health
New Zealand,Perceived health status,15 years or over,Total,2018,87.5,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Total,2018,90,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Total,2018,86.8,Good/very good health
New Zealand,Perceived health status,65 years or over,Total,2018,86.6,Good/very good health
New Zealand,Perceived health status,65 years or over,Total,2019,87,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Total,2019,84.8,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Total,2019,85.5,Good/very good health
New Zealand,Perceived health status,15 years or over,Total,2019,86.1,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Total,2019,87.2,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Total,2020,87.3,Good/very good health
New Zealand,Perceived health status,15 years or over,Total,2020,87,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Total,2020,90.4,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Total,2020,85.2,Good/very good health
New Zealand,Perceived health status,65 years or over,Total,2020,86.8,Good/very good health
New Zealand,Perceived health status,65 years or over,Total,2021,87.1,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Total,2021,85.4,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Total,2021,91.9,Good/very good health
New Zealand,Perceived health status,15 years or over,Total,2021,87.9,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Total,2021,88.8,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Total,2022,88.4,Good/very good health
New Zealand,Perceived health status,15 years or over,Total,2022,88,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Total,2022,91.2,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Total,2022,86.3,Good/very good health
New Zealand,Perceived health status,65 years or over,Total,2022,87.1,Good/very good health
New Zealand,Perceived health status,65 years or over,Total,2023,83.5,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Total,2023,84.2,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Total,2023,90.1,Good/very good health
New Zealand,Perceived health status,15 years or over,Total,2023,86.1,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Total,2023,87.6,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Total,2024,85.8,Good/very good health
New Zealand,Perceived health status,15 years or over,Total,2024,85.4,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Total,2024,90.5,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Total,2024,82.9,Good/very good health
New Zealand,Perceived health status,65 years or over,Total,2024,84.7,Good/very good health
New Zealand,Perceived health status,65 years or over,Total,2025,86.1,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Total,2025,83.2,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Total,2025,91.4,Good/very good health
New Zealand,Perceived health status,15 years or over,Total,2025,86.6,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Total,2025,87.5,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Female,2015,88.1,Good/very good health
New Zealand,Perceived health status,15 years or over,Female,2015,88.7,Good/very good health
New Zealand,Perceived health status,65 years or over,Female,2015,85.1,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Female,2015,89.8,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Female,2015,91.5,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Female,2016,87.4,Good/very good health
New Zealand,Perceived health status,65 years or over,Female,2016,87.4,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Female,2016,88.5,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Female,2016,87.1,Good/very good health
New Zealand,Perceived health status,15 years or over,Female,2016,87.5,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Female,2017,88,Good/very good health
New Zealand,Perceived health status,15 years or over,Female,2017,88.4,Good/very good health
New Zealand,Perceived health status,65 years or over,Female,2017,87.9,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Female,2017,89.4,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Female,2017,87.3,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Female,2018,88.2,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Female,2018,86.8,Good/very good health
New Zealand,Perceived health status,65 years or over,Female,2018,87.1,Good/very good health
New Zealand,Perceived health status,15 years or over,Female,2018,87,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Female,2018,86.7,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Female,2019,84,Good/very good health
New Zealand,Perceived health status,15 years or over,Female,2019,85.1,Good/very good health
New Zealand,Perceived health status,65 years or over,Female,2019,87.6,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Female,2019,86.2,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Female,2019,82.2,Good/very good health
New Zealand,Perceived health status,15 years or over,Female,2020,87.6,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Female,2020,89.8,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Female,2020,87.4,Good/very good health
New Zealand,Perceived health status,65 years or over,Female,2020,88,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Female,2020,86.5,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Female,2021,84.1,Good/very good health
New Zealand,Perceived health status,65 years or over,Female,2021,87.3,Good/very good health
New Zealand,Perceived health status,15 years or over,Female,2021,87.5,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Female,2021,89.2,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Female,2021,90.6,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Female,2022,89,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Female,2022,87.8,Good/very good health
New Zealand,Perceived health status,15 years or over,Female,2022,87.7,Good/very good health
New Zealand,Perceived health status,65 years or over,Female,2022,88.3,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Female,2022,86.5,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Female,2023,83.5,Good/very good health
New Zealand,Perceived health status,65 years or over,Female,2023,84.3,Good/very good health
New Zealand,Perceived health status,15 years or over,Female,2023,85.2,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Female,2023,85.7,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Female,2023,88.8,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Female,2024,88.1,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Female,2024,84.5,Good/very good health
New Zealand,Perceived health status,15 years or over,Female,2024,84.2,Good/very good health
New Zealand,Perceived health status,65 years or over,Female,2024,85.3,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Female,2024,81.3,Good/very good health
New Zealand,Perceived health status,From 45 to 64 years,Female,2025,83.6,Good/very good health
New Zealand,Perceived health status,65 years or over,Female,2025,87.4,Good/very good health
New Zealand,Perceived health status,15 years or over,Female,2025,86.5,Good/very good health
New Zealand,Perceived health status,From 25 to 44 years,Female,2025,86.7,Good/very good health
New Zealand,Perceived health status,From 15 to 24 years,Female,2025,90.3,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Female,2016,85.9,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Female,2016,92.4,Good/very good health
Canada,Perceived health status,65 years or over,Female,2016,79.2,Good/very good health
Canada,Perceived health status,15 years or over,Female,2016,87.8,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Female,2016,94.4,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Female,2017,94.8,Good/very good health
Canada,Perceived health status,15 years or over,Female,2017,87.9,Good/very good health
Canada,Perceived health status,65 years or over,Female,2017,80.3,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Female,2017,92.8,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Female,2017,85.2,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Female,2018,87,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Female,2018,92.5,Good/very good health
Canada,Perceived health status,65 years or over,Female,2018,80.4,Good/very good health
Canada,Perceived health status,15 years or over,Female,2018,88.2,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Female,2018,93,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Female,2019,92.4,Good/very good health
Canada,Perceived health status,15 years or over,Female,2019,88.2,Good/very good health
Canada,Perceived health status,65 years or over,Female,2019,80,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Female,2019,92.5,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Female,2019,87.6,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Female,2020,87.4,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Female,2020,93.2,Good/very good health
Canada,Perceived health status,65 years or over,Female,2020,82.2,Good/very good health
Canada,Perceived health status,15 years or over,Female,2020,88.8,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Female,2020,92.9,Good/very good health
Canada,Perceived health status,15 years or over,Female,2021,88.1,Good/very good health
Canada,Perceived health status,65 years or over,Female,2021,81.6,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Female,2021,91.8,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Female,2021,92.9,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Female,2021,86.9,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Female,2022,83.8,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Female,2022,88.5,Good/very good health
Canada,Perceived health status,65 years or over,Female,2022,78.9,Good/very good health
Canada,Perceived health status,15 years or over,Female,2022,84.9,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Female,2022,89.4,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Female,2024,83.4,Good/very good health
Canada,Perceived health status,15 years or over,Female,2024,84.6,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Female,2024,88.6,Good/very good health
Canada,Perceived health status,65 years or over,Female,2024,78.4,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Female,2024,91,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Total,2016,86.5,Good/very good health
Canada,Perceived health status,15 years or over,Total,2016,88.4,Good/very good health
Canada,Perceived health status,65 years or over,Total,2016,79.1,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Total,2016,93.5,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Total,2016,94,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Total,2017,94.7,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Total,2017,93.3,Good/very good health
Canada,Perceived health status,65 years or over,Total,2017,79.9,Good/very good health
Canada,Perceived health status,15 years or over,Total,2017,88.5,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Total,2017,86.2,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Total,2018,87.4,Good/very good health
Canada,Perceived health status,15 years or over,Total,2018,88.6,Good/very good health
Canada,Perceived health status,65 years or over,Total,2018,80.2,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Total,2018,92.9,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Total,2018,93.5,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Total,2019,93.8,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Total,2019,92.8,Good/very good health
Canada,Perceived health status,65 years or over,Total,2019,80.2,Good/very good health
Canada,Perceived health status,15 years or over,Total,2019,88.8,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Total,2019,88.1,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Total,2020,87.7,Good/very good health
Canada,Perceived health status,15 years or over,Total,2020,89,Good/very good health
Canada,Perceived health status,65 years or over,Total,2020,81.6,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Total,2020,92.7,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Total,2020,94.7,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Total,2021,92.1,Good/very good health
Canada,Perceived health status,65 years or over,Total,2021,80.6,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Total,2021,93.7,Good/very good health
Canada,Perceived health status,15 years or over,Total,2021,88.3,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Total,2021,87.3,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Total,2022,84.4,Good/very good health
Canada,Perceived health status,15 years or over,Total,2022,85.8,Good/very good health
Canada,Perceived health status,65 years or over,Total,2022,78.3,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Total,2022,90,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Total,2022,91.2,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Total,2024,84,Good/very good health
Canada,Perceived health status,15 years or over,Total,2024,85,Good/very good health
Canada,Perceived health status,65 years or over,Total,2024,77.4,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Total,2024,89.2,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Total,2024,91.7,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Male,2016,94.7,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Male,2016,87.2,Good/very good health
Canada,Perceived health status,65 years or over,Male,2016,79,Good/very good health
Canada,Perceived health status,15 years or over,Male,2016,89.1,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Male,2016,93.6,Good/very good health
Canada,Perceived health status,From 15 to 24 years,Male,2017,94.6,Good/very good health
Canada,Perceived health status,15 years or over,Male,2017,89.1,Good/very good health
Canada,Perceived health status,65 years or over,Male,2017,79.5,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Male,2017,87.3,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Male,2017,93.9,Good/very good health
Canada,Perceived health status,From 25 to 44 years,Male,2018,93.4,Good/very good health
Canada,Perceived health status,From 45 to 64 years,Male,2018,87.7,Good/very good health
Canada,Perceived health status,65 years or over,Male,2018,79.9,Good/very good health
