country,measure,age,sex,year,value,status
Australia,Life expectancy,0 years,Male,2015,80.4,
Australia,Life expectancy,0 years,Male,2016,80.4,
Australia,Life expectancy,0 years,Male,2017,80.5,
Australia,Life expectancy,0 years,Male,2018,80.7,
Australia,Life expectancy,0 years,Male,2019,80.9,
Australia,Life expectancy,0 years,Male,2020,81.2,
Australia,Life expectancy,0 years,Male,2021,81.3,
Australia,Life expectancy,0 years,Male,2022,81.2,
Australia,Life expectancy,0 years,Male,2023,81.1,
Australia,Life expectancy,0 years,Male,2024,81.1,
France,Life expectancy,0 years,Male,2015,79,
France,Life expectancy,0 years,Male,2016,79.3,
France,Life expectancy,0 years,Male,2017,79.4,
France,Life expectancy,0 years,Male,2018,79.5,
France,Life expectancy,0 years,Male,2019,79.7,
France,Life expectancy,0 years,Male,2020,79.1,
France,Life expectancy,0 years,Male,2021,79.2,
France,Life expectancy,0 years,Male,2022,79.3,
France,Life expectancy,0 years,Male,2023,80,
France,Life expectancy,0 years,Male,2024,80.2,
Germany,Life expectancy,0 years,Male,2015,78.1,
Germany,Life expectancy,0 years,Male,2016,78.4,
Germany,Life expectancy,0 years,Male,2017,78.6,
Germany,Life expectancy,0 years,Male,2018,78.5,
Germany,Life expectancy,0 years,Male,2019,78.8,
Germany,Life expectancy,0 years,Male,2020,78.6,
Germany,Life expectancy,0 years,Male,2021,78.2,
Germany,Life expectancy,0 years,Male,2022,78.1,
Germany,Life expectancy,0 years,Male,2023,78.5,
Germany,Life expectancy,0 years,Male,2024,78.9,
Japan,Life expectancy,0 years,Male,2015,80.8,
Japan,Life expectancy,0 years,Male,2016,81,
Japan,Life expectancy,0 years,Male,2017,81.1,
Japan,Life expectancy,0 years,Male,2018,81.3,
Japan,Life expectancy,0 years,Male,2019,81.4,
Japan,Life expectancy,0 years,Male,2020,81.6,
Japan,Life expectancy,0 years,Male,2021,81.5,
Japan,Life expectancy,0 years,Male,2022,81.1,
Japan,Life expectancy,0 years,Male,2023,81.1,
Japan,Life expectancy,0 years,Male,2024,81.1,
Portugal,Life expectancy,0 years,Male,2015,78.2,
Portugal,Life expectancy,0 years,Male,2016,78.2,
Portugal,Life expectancy,0 years,Male,2017,78.5,
Portugal,Life expectancy,0 years,Male,2018,78.5,
Portugal,Life expectancy,0 years,Male,2019,79,
Portugal,Life expectancy,0 years,Male,2020,78.4,
Portugal,Life expectancy,0 years,Male,2021,78.4,
Portugal,Life expectancy,0 years,Male,2022,78.8,
Portugal,Life expectancy,0 years,Male,2023,79.4,
Portugal,Life expectancy,0 years,Male,2024,79.7,
United States,Life expectancy,0 years,Male,2015,76.3,
United States,Life expectancy,0 years,Male,2016,76.2,
United States,Life expectancy,0 years,Male,2017,76.1,
United States,Life expectancy,0 years,Male,2018,76.2,
United States,Life expectancy,0 years,Male,2019,76.3,
United States,Life expectancy,0 years,Male,2020,74.2,
United States,Life expectancy,0 years,Male,2021,73.5,
United States,Life expectancy,0 years,Male,2022,74.8,
United States,Life expectancy,0 years,Male,2023,75.8,
United States,Life expectancy,0 years,Male,2024,76.5,
Greece,Life expectancy,0 years,Male,2015,78,
Greece,Life expectancy,0 years,Male,2016,78.3,
Greece,Life expectancy,0 years,Male,2017,78.3,
Greece,Life expectancy,0 years,Male,2018,78.7,
Greece,Life expectancy,0 years,Male,2019,78.7,
Greece,Life expectancy,0 years,Male,2020,78.4,
Greece,Life expectancy,0 years,Male,2021,77.3,
Greece,Life expectancy,0 years,Male,2022,78.2,
Greece,Life expectancy,0 years,Male,2023,79.1,
Greece,Life expectancy,0 years,Male,2024,79.4,
New Zealand,Life expectancy,0 years,Male,2015,79.7,
New Zealand,Life expectancy,0 years,Male,2016,79.8,
New Zealand,Life expectancy,0 years,Male,2017,79.9,
New Zealand,Life expectancy,0 years,Male,2018,80,
New Zealand,Life expectancy,0 years,Male,2019,80,
New Zealand,Life expectancy,0 years,Male,2020,80,
New Zealand,Life expectancy,0 years,Male,2021,80.1,
New Zealand,Life expectancy,0 years,Male,2022,80.1,
New Zealand,Life expectancy,0 years,Male,2023,80.1,
New Zealand,Life expectancy,0 years,Male,2024,80.4,
Canada,Life expectancy,0 years,Male,2015,79.9,
Canada,Life expectancy,0 years,Male,2016,79.9,
Canada,Life expectancy,0 years,Male,2017,79.7,
Canada,Life expectancy,0 years,Male,2018,79.8,
Canada,Life expectancy,0 years,Male,2019,80.1,
Canada,Life expectancy,0 years,Male,2020,79.3,
Canada,Life expectancy,0 years,Male,2021,79.1,
Canada,Life expectancy,0 years,Male,2022,78.9,
Canada,Life expectancy,0 years,Male,2023,79.5,
Canada,Life expectancy,0 years,Male,2024,80,
Denmark,Life expectancy,0 years,Male,2015,78.8,
Denmark,Life expectancy,0 years,Male,2016,78.9,
Denmark,Life expectancy,0 years,Male,2017,79.1,
Denmark,Life expectancy,0 years,Male,2018,79,
Denmark,Life expectancy,0 years,Male,2019,79.4,
Denmark,Life expectancy,0 years,Male,2020,79.6,
Denmark,Life expectancy,0 years,Male,2021,79.6,
Denmark,Life expectancy,0 years,Male,2022,79.4,
Denmark,Life expectancy,0 years,Male,2023,79.7,
Denmark,Life expectancy,0 years,Male,2024,80.2,
Finland,Life expectancy,0 years,Male,2015,78.5,
Finland,Life expectancy,0 years,Male,2016,78.4,
Finland,Life expectancy,0 years,Male,2017,78.7,
Finland,Life expectancy,0 years,Male,2018,78.9,
Finland,Life expectancy,0 years,Male,2019,79.2,
Finland,Life expectancy,0 years,Male,2020,79,
Finland,Life expectancy,0 years,Male,2021,79.1,
Finland,Life expectancy,0 years,Male,2022,78.6,
Finland,Life expectancy,0 years,Male,2023,79,
Finland,Life expectancy,0 years,Male,2024,79.6,
Italy,Life expectancy,0 years,Male,2015,80.1,
Italy,Life expectancy,0 years,Male,2016,80.7,
Italy,Life expectancy,0 years,Male,2017,80.6,
Italy,Life expectancy,0 years,Male,2018,80.9,
Italy,Life expectancy,0 years,Male,2019,81.2,
Italy,Life expectancy,0 years,Male,2020,79.9,
Italy,Life expectancy,0 years,Male,2021,80.4,
Italy,Life expectancy,0 years,Male,2022,80.6,
Italy,Life expectancy,0 years,Male,2023,81.2,
Italy,Life expectancy,0 years,Male,2024,81.6,
Korea,Life expectancy,0 years,Male,2015,79,
Korea,Life expectancy,0 years,Male,2016,79.3,
Korea,Life expectancy,0 years,Male,2017,79.7,
Korea,Life expectancy,0 years,Male,2018,79.7,
Korea,Life expectancy,0 years,Male,2019,80.3,
Korea,Life expectancy,0 years,Male,2020,80.5,
Korea,Life expectancy,0 years,Male,2021,80.6,
Korea,Life expectancy,0 years,Male,2022,79.9,
Korea,Life expectancy,0 years,Male,2023,80.6,
Korea,Life expectancy,0 years,Male,2024,80.8,
Türkiye,Life expectancy,0 years,Male,2015,75.3,
Türkiye,Life expectancy,0 years,Male,2016,75.3,
Türkiye,Life expectancy,0 years,Male,2017,75.6,
Türkiye,Life expectancy,0 years,Male,2018,75.9,
Türkiye,Life expectancy,0 years,Male,2019,75.6,
Türkiye,Life expectancy,0 years,Male,2020,75,
Türkiye,Life expectancy,0 years,Male,2021,74.8,
Türkiye,Life expectancy,0 years,Male,2022,74.7,
Türkiye,Life expectancy,0 years,Male,2023,75.5,
United Kingdom,Life expectancy,0 years,Male,2015,79,
United Kingdom,Life expectancy,0 years,Male,2016,79.2,
United Kingdom,Life expectancy,0 years,Male,2017,79.2,
United Kingdom,Life expectancy,0 years,Male,2018,79.2,
United Kingdom,Life expectancy,0 years,Male,2019,79.5,
United Kingdom,Life expectancy,0 years,Male,2020,78.3,
United Kingdom,Life expectancy,0 years,Male,2021,78.5,
United Kingdom,Life expectancy,0 years,Male,2022,79,
United Kingdom,Life expectancy,0 years,Male,2023,79,
United Kingdom,Life expectancy,0 years,Male,2024,79.4,
Australia,Life expectancy,0 years,Total,2015,82.4,
Australia,Life expectancy,0 years,Total,2016,82.4,
Australia,Life expectancy,0 years,Total,2017,82.5,
Australia,Life expectancy,0 years,Total,2018,82.8,
Australia,Life expectancy,0 years,Total,2019,82.9,
Australia,Life expectancy,0 years,Total,2020,83.2,
Australia,Life expectancy,0 years,Total,2021,83.3,
Australia,Life expectancy,0 years,Total,2022,83.2,
Australia,Life expectancy,0 years,Total,2023,83,
Australia,Life expectancy,0 years,Total,2024,83,
Canada,Life expectancy,0 years,Total,2015,81.9,
Canada,Life expectancy,0 years,Total,2016,82,
Canada,Life expectancy,0 years,Total,2017,81.9,
Canada,Life expectancy,0 years,Total,2018,81.9,
Canada,Life expectancy,0 years,Total,2019,82.2,
Canada,Life expectancy,0 years,Total,2020,81.6,
Canada,Life expectancy,0 years,Total,2021,81.5,
Canada,Life expectancy,0 years,Total,2022,81.1,
Canada,Life expectancy,0 years,Total,2023,81.7,
Canada,Life expectancy,0 years,Total,2024,82.2,
Denmark,Life expectancy,0 years,Total,2015,80.7,
Denmark,Life expectancy,0 years,Total,2016,80.9,
Denmark,Life expectancy,0 years,Total,2017,81.1,
Denmark,Life expectancy,0 years,Total,2018,81,
Denmark,Life expectancy,0 years,Total,2019,81.4,
Denmark,Life expectancy,0 years,Total,2020,81.5,
Denmark,Life expectancy,0 years,Total,2021,81.4,
Denmark,Life expectancy,0 years,Total,2022,81.3,
Denmark,Life expectancy,0 years,Total,2023,81.7,
Denmark,Life expectancy,0 years,Total,2024,82,
Finland,Life expectancy,0 years,Total,2015,81.4,
Finland,Life expectancy,0 years,Total,2016,81.3,
Finland,Life expectancy,0 years,Total,2017,81.5,
Finland,Life expectancy,0 years,Total,2018,81.6,
Finland,Life expectancy,0 years,Total,2019,81.9,
Finland,Life expectancy,0 years,Total,2020,81.8,
Finland,Life expectancy,0 years,Total,2021,81.8,
Finland,Life expectancy,0 years,Total,2022,81.2,
Finland,Life expectancy,0 years,Total,2023,81.6,
Finland,Life expectancy,0 years,Total,2024,82.2,
Italy,Life expectancy,0 years,Total,2015,82.4,
Italy,Life expectancy,0 years,Total,2016,83,
Italy,Life expectancy,0 years,Total,2017,82.8,
Italy,Life expectancy,0 years,Total,2018,83.1,
Italy,Life expectancy,0 years,Total,2019,83.4,
Italy,Life expectancy,0 years,Total,2020,82.2,
Italy,Life expectancy,0 years,Total,2021,82.6,
Italy,Life expectancy,0 years,Total,2022,82.8,
Italy,Life expectancy,0 years,Total,2023,83.3,
Italy,Life expectancy,0 years,Total,2024,83.7,
Korea,Life expectancy,0 years,Total,2015,82.1,
Korea,Life expectancy,0 years,Total,2016,82.4,
Korea,Life expectancy,0 years,Total,2017,82.7,
Korea,Life expectancy,0 years,Total,2018,82.7,
Korea,Life expectancy,0 years,Total,2019,83.3,
Korea,Life expectancy,0 years,Total,2020,83.5,
Korea,Life expectancy,0 years,Total,2021,83.6,
Korea,Life expectancy,0 years,Total,2022,82.7,
Korea,Life expectancy,0 years,Total,2023,83.5,
Korea,Life expectancy,0 years,Total,2024,83.7,
Türkiye,Life expectancy,0 years,Total,2015,78,
Türkiye,Life expectancy,0 years,Total,2016,78,
Türkiye,Life expectancy,0 years,Total,2017,78.3,
Türkiye,Life expectancy,0 years,Total,2018,78.6,
Türkiye,Life expectancy,0 years,Total,2019,78.3,
Türkiye,Life expectancy,0 years,Total,2020,77.7,
Türkiye,Life expectancy,0 years,Total,2021,77.5,
Türkiye,Life expectancy,0 years,Total,2022,77.3,
Türkiye,Life expectancy,0 years,Total,2023,78.1,
Greece,Life expectancy,0 years,Total,2015,80.8,
Greece,Life expectancy,0 years,Total,2016,81,
Greece,Life expectancy,0 years,Total,2017,81,
Greece,Life expectancy,0 years,Total,2018,81.5,
Greece,Life expectancy,0 years,Total,2019,81.4,
Greece,Life expectancy,0 years,Total,2020,81.1,
Greece,Life expectancy,0 years,Total,2021,80.1,
Greece,Life expectancy,0 years,Total,2022,80.8,
Greece,Life expectancy,0 years,Total,2023,81.7,
Greece,Life expectancy,0 years,Total,2024,81.9,
United States,Life expectancy,0 years,Total,2015,78.7,
United States,Life expectancy,0 years,Total,2016,78.7,
United States,Life expectancy,0 years,Total,2017,78.6,
United States,Life expectancy,0 years,Total,2018,78.7,
United States,Life expectancy,0 years,Total,2019,78.8,
United States,Life expectancy,0 years,Total,2020,77,
United States,Life expectancy,0 years,Total,2021,76.4,
United States,Life expectancy,0 years,Total,2022,77.5,
United States,Life expectancy,0 years,Total,2023,78.4,
United States,Life expectancy,0 years,Total,2024,79,
Portugal,Life expectancy,0 years,Total,2015,81.3,
Portugal,Life expectancy,0 years,Total,2016,81.4,
Portugal,Life expectancy,0 years,Total,2017,81.6,
Portugal,Life expectancy,0 years,Total,2018,81.6,
Portugal,Life expectancy,0 years,Total,2019,82,
Portugal,Life expectancy,0 years,Total,2020,81.4,
Portugal,Life expectancy,0 years,Total,2021,81.4,
Portugal,Life expectancy,0 years,Total,2022,81.7,
Portugal,Life expectancy,0 years,Total,2023,82.3,
Portugal,Life expectancy,0 years,Total,2024,82.5,
Germany,Life expectancy,0 years,Total,2015,80.6,
Germany,Life expectancy,0 years,Total,2016,80.9,
Germany,Life expectancy,0 years,Total,2017,81,
Germany,Life expectancy,0 years,Total,2018,80.9,
Germany,Life expectancy,0 years,Total,2019,81.2,
Germany,Life expectancy,0 years,Total,2020,81,
Germany,Life expectancy,0 years,Total,2021,80.7,
Germany,Life expectancy,0 years,Total,2022,80.5,
Germany,Life expectancy,0 years,Total,2023,80.9,
Germany,Life expectancy,0 years,Total,2024,81.2,
France,Life expectancy,0 years,Total,2015,82.1,
France,Life expectancy,0 years,Total,2016,82.4,
France,Life expectancy,0 years,Total,2017,82.4,
France,Life expectancy,0 years,Total,2018,82.6,
France,Life expectancy,0 years,Total,2019,82.7,
France,Life expectancy,0 years,Total,2020,82.2,
France,Life expectancy,0 years,Total,2021,82.2,
France,Life expectancy,0 years,Total,2022,82.2,
France,Life expectancy,0 years,Total,2023,82.9,
France,Life expectancy,0 years,Total,2024,83,
France,Life expectancy,0 years,Female,2015,85.1,
France,Life expectancy,0 years,Female,2016,85.3,
France,Life expectancy,0 years,Female,2017,85.3,
France,Life expectancy,0 years,Female,2018,85.5,
France,Life expectancy,0 years,Female,2019,85.6,
France,Life expectancy,0 years,Female,2020,85.1,
France,Life expectancy,0 years,Female,2021,85.2,
France,Life expectancy,0 years,Female,2022,85.1,
France,Life expectancy,0 years,Female,2023,85.7,
France,Life expectancy,0 years,Female,2024,85.8,
Germany,Life expectancy,0 years,Female,2015,83,
Germany,Life expectancy,0 years,Female,2016,83.3,
Germany,Life expectancy,0 years,Female,2017,83.3,
Germany,Life expectancy,0 years,Female,2018,83.2,
Germany,Life expectancy,0 years,Female,2019,83.6,
Germany,Life expectancy,0 years,Female,2020,83.4,
Germany,Life expectancy,0 years,Female,2021,83.2,
Germany,Life expectancy,0 years,Female,2022,82.9,
Germany,Life expectancy,0 years,Female,2023,83.2,
Germany,Life expectancy,0 years,Female,2024,83.5,
Japan,Life expectancy,0 years,Female,2015,87,
Japan,Life expectancy,0 years,Female,2016,87.1,
Japan,Life expectancy,0 years,Female,2017,87.3,
Japan,Life expectancy,0 years,Female,2018,87.3,
Japan,Life expectancy,0 years,Female,2019,87.4,
Japan,Life expectancy,0 years,Female,2020,87.7,
Japan,Life expectancy,0 years,Female,2021,87.6,
Japan,Life expectancy,0 years,Female,2022,87.1,
Japan,Life expectancy,0 years,Female,2023,87.1,
Japan,Life expectancy,0 years,Female,2024,87.1,
Portugal,Life expectancy,0 years,Female,2015,84.3,
Portugal,Life expectancy,0 years,Female,2016,84.3,
Portugal,Life expectancy,0 years,Female,2017,84.5,
Portugal,Life expectancy,0 years,Female,2018,84.5,
Portugal,Life expectancy,0 years,Female,2019,84.8,
Portugal,Life expectancy,0 years,Female,2020,84.2,
Portugal,Life expectancy,0 years,Female,2021,84.3,
Portugal,Life expectancy,0 years,Female,2022,84.4,
Portugal,Life expectancy,0 years,Female,2023,85,
Portugal,Life expectancy,0 years,Female,2024,85.2,
United States,Life expectancy,0 years,Female,2015,81.1,
United States,Life expectancy,0 years,Female,2016,81.1,
United States,Life expectancy,0 years,Female,2017,81.1,
United States,Life expectancy,0 years,Female,2018,81.2,
United States,Life expectancy,0 years,Female,2019,81.4,
United States,Life expectancy,0 years,Female,2020,79.9,
United States,Life expectancy,0 years,Female,2021,79.3,
United States,Life expectancy,0 years,Female,2022,80.2,
United States,Life expectancy,0 years,Female,2023,81.1,
United States,Life expectancy,0 years,Female,2024,81.4,
Greece,Life expectancy,0 years,Female,2015,83.5,
Greece,Life expectancy,0 years,Female,2016,83.7,
Greece,Life expectancy,0 years,Female,2017,83.7,
Greece,Life expectancy,0 years,Female,2018,84.2,
Greece,Life expectancy,0 years,Female,2019,84.1,
Greece,Life expectancy,0 years,Female,2020,83.8,
Greece,Life expectancy,0 years,Female,2021,82.9,
Greece,Life expectancy,0 years,Female,2022,83.4,
Greece,Life expectancy,0 years,Female,2023,84.2,
Greece,Life expectancy,0 years,Female,2024,84.4,
New Zealand,Life expectancy,0 years,Female,2015,83.3,
New Zealand,Life expectancy,0 years,Female,2016,83.4,
New Zealand,Life expectancy,0 years,Female,2017,83.4,
New Zealand,Life expectancy,0 years,Female,2018,83.5,
New Zealand,Life expectancy,0 years,Female,2019,83.5,
New Zealand,Life expectancy,0 years,Female,2020,83.5,
New Zealand,Life expectancy,0 years,Female,2021,83.5,
New Zealand,Life expectancy,0 years,Female,2022,83.5,
New Zealand,Life expectancy,0 years,Female,2023,83.5,
New Zealand,Life expectancy,0 years,Female,2024,83.7,
Canada,Life expectancy,0 years,Female,2015,83.9,
Canada,Life expectancy,0 years,Female,2016,84,
Canada,Life expectancy,0 years,Female,2017,84,
Canada,Life expectancy,0 years,Female,2018,84,
Canada,Life expectancy,0 years,Female,2019,84.3,
Canada,Life expectancy,0 years,Female,2020,83.8,
Canada,Life expectancy,0 years,Female,2021,83.9,
Canada,Life expectancy,0 years,Female,2022,83.4,
Canada,Life expectancy,0 years,Female,2023,83.9,
Canada,Life expectancy,0 years,Female,2024,84.3,
Denmark,Life expectancy,0 years,Female,2015,82.7,
Denmark,Life expectancy,0 years,Female,2016,82.8,
Denmark,Life expectancy,0 years,Female,2017,83.1,
Denmark,Life expectancy,0 years,Female,2018,82.9,
Denmark,Life expectancy,0 years,Female,2019,83.4,
Denmark,Life expectancy,0 years,Female,2020,83.5,
Denmark,Life expectancy,0 years,Female,2021,83.3,
Denmark,Life expectancy,0 years,Female,2022,83.2,
Denmark,Life expectancy,0 years,Female,2023,83.6,
Denmark,Life expectancy,0 years,Female,2024,83.9,
Finland,Life expectancy,0 years,Female,2015,84.1,
Finland,Life expectancy,0 years,Female,2016,84.1,
Finland,Life expectancy,0 years,Female,2017,84.2,
Finland,Life expectancy,0 years,Female,2018,84.3,
Finland,Life expectancy,0 years,Female,2019,84.6,
Finland,Life expectancy,0 years,Female,2020,84.6,
Finland,Life expectancy,0 years,Female,2021,84.5,
Finland,Life expectancy,0 years,Female,2022,83.8,
Finland,Life expectancy,0 years,Female,2023,84.2,
Finland,Life expectancy,0 years,Female,2024,84.8,
Italy,Life expectancy,0 years,Female,2015,84.6,
Italy,Life expectancy,0 years,Female,2016,85.2,
Italy,Life expectancy,0 years,Female,2017,84.9,
Italy,Life expectancy,0 years,Female,2018,85.2,
Italy,Life expectancy,0 years,Female,2019,85.5,
Italy,Life expectancy,0 years,Female,2020,84.5,
Italy,Life expectancy,0 years,Female,2021,84.8,
Italy,Life expectancy,0 years,Female,2022,84.8,
Italy,Life expectancy,0 years,Female,2023,85.3,
Italy,Life expectancy,0 years,Female,2024,85.7,
Korea,Life expectancy,0 years,Female,2015,85.2,
Korea,Life expectancy,0 years,Female,2016,85.4,
Korea,Life expectancy,0 years,Female,2017,85.7,
Korea,Life expectancy,0 years,Female,2018,85.7,
Korea,Life expectancy,0 years,Female,2019,86.3,
Korea,Life expectancy,0 years,Female,2020,86.5,
Korea,Life expectancy,0 years,Female,2021,86.6,
Korea,Life expectancy,0 years,Female,2022,85.6,
Korea,Life expectancy,0 years,Female,2023,86.4,
Korea,Life expectancy,0 years,Female,2024,86.6,
Türkiye,Life expectancy,0 years,Female,2015,80.7,
Türkiye,Life expectancy,0 years,Female,2016,80.8,
Türkiye,Life expectancy,0 years,Female,2017,81,
Türkiye,Life expectancy,0 years,Female,2018,81.3,
Türkiye,Life expectancy,0 years,Female,2019,81.1,
Türkiye,Life expectancy,0 years,Female,2020,80.5,
Türkiye,Life expectancy,0 years,Female,2021,80.3,
Türkiye,Life expectancy,0 years,Female,2022,80,
Türkiye,Life expectancy,0 years,Female,2023,80.7,
United Kingdom,Life expectancy,0 years,Female,2015,82.7,
United Kingdom,Life expectancy,0 years,Female,2016,82.8,
United Kingdom,Life expectancy,0 years,Female,2017,82.9,
United Kingdom,Life expectancy,0 years,Female,2018,82.9,
United Kingdom,Life expectancy,0 years,Female,2019,83.2,
United Kingdom,Life expectancy,0 years,Female,2020,82.3,
United Kingdom,Life expectancy,0 years,Female,2021,82.5,
United Kingdom,Life expectancy,0 years,Female,2022,82.9,
United Kingdom,Life expectancy,0 years,Female,2023,82.9,
United Kingdom,Life expectancy,0 years,Female,2024,83.3,
Australia,Life expectancy,0 years,Female,2015,84.5,
Australia,Life expectancy,0 years,Female,2016,84.6,
Australia,Life expectancy,0 years,Female,2017,84.6,
Australia,Life expectancy,0 years,Female,2018,84.9,
Australia,Life expectancy,0 years,Female,2019,85,
Australia,Life expectancy,0 years,Female,2020,85.3,
Australia,Life expectancy,0 years,Female,2021,85.4,
Australia,Life expectancy,0 years,Female,2022,85.3,
Australia,Life expectancy,0 years,Female,2023,85.1,
Australia,Life expectancy,0 years,Female,2024,85.1,
Australia,Life expectancy,65 years,Female,2015,22.3,
Australia,Life expectancy,65 years,Female,2016,22.3,
Australia,Life expectancy,65 years,Female,2017,22.3,
Australia,Life expectancy,65 years,Female,2018,22.6,
Australia,Life expectancy,65 years,Female,2019,22.7,
Australia,Life expectancy,65 years,Female,2020,23,
Australia,Life expectancy,65 years,Female,2021,23,
Australia,Life expectancy,65 years,Female,2022,22.8,
Australia,Life expectancy,65 years,Female,2023,22.7,
Australia,Life expectancy,65 years,Female,2024,22.7,
France,Life expectancy,65 years,Female,2015,23,
France,Life expectancy,65 years,Female,2016,23.2,
France,Life expectancy,65 years,Female,2017,23.3,
France,Life expectancy,65 years,Female,2018,23.4,
France,Life expectancy,65 years,Female,2019,23.5,
France,Life expectancy,65 years,Female,2020,22.9,
France,Life expectancy,65 years,Female,2021,23.1,
France,Life expectancy,65 years,Female,2022,23,
France,Life expectancy,65 years,Female,2023,23.5,
France,Life expectancy,65 years,Female,2024,23.6,
Germany,Life expectancy,65 years,Female,2015,20.8,
Germany,Life expectancy,65 years,Female,2016,21.1,
Germany,Life expectancy,65 years,Female,2017,21.1,
Germany,Life expectancy,65 years,Female,2018,21,
Germany,Life expectancy,65 years,Female,2019,21.3,
Germany,Life expectancy,65 years,Female,2020,21.1,
Germany,Life expectancy,65 years,Female,2021,20.9,
Germany,Life expectancy,65 years,Female,2022,20.7,
Germany,Life expectancy,65 years,Female,2023,20.9,
Germany,Life expectancy,65 years,Female,2024,21.2,
Japan,Life expectancy,65 years,Female,2015,24.2,
Japan,Life expectancy,65 years,Female,2016,24.4,
Japan,Life expectancy,65 years,Female,2017,24.4,
Japan,Life expectancy,65 years,Female,2018,24.5,
Japan,Life expectancy,65 years,Female,2019,24.6,
Japan,Life expectancy,65 years,Female,2020,24.9,
Japan,Life expectancy,65 years,Female,2021,24.7,
Japan,Life expectancy,65 years,Female,2022,24.3,
Japan,Life expectancy,65 years,Female,2023,24.4,
Japan,Life expectancy,65 years,Female,2024,24.4,
Portugal,Life expectancy,65 years,Female,2015,21.7,
Portugal,Life expectancy,65 years,Female,2016,21.8,
Portugal,Life expectancy,65 years,Female,2017,22.1,
Portugal,Life expectancy,65 years,Female,2018,22,
Portugal,Life expectancy,65 years,Female,2019,22.3,
Portugal,Life expectancy,65 years,Female,2020,21.7,
Portugal,Life expectancy,65 years,Female,2021,21.8,
Portugal,Life expectancy,65 years,Female,2022,21.9,
Portugal,Life expectancy,65 years,Female,2023,22.5,
Portugal,Life expectancy,65 years,Female,2024,22.6,
United States,Life expectancy,65 years,Female,2015,20.5,
United States,Life expectancy,65 years,Female,2016,20.6,
United States,Life expectancy,65 years,Female,2017,20.6,
United States,Life expectancy,65 years,Female,2018,20.7,
United States,Life expectancy,65 years,Female,2019,20.8,
United States,Life expectancy,65 years,Female,2020,19.8,
United States,Life expectancy,65 years,Female,2021,19.7,
United States,Life expectancy,65 years,Female,2022,20.2,
United States,Life expectancy,65 years,Female,2023,20.7,
United States,Life expectancy,65 years,Female,2024,20.8,
Greece,Life expectancy,65 years,Female,2015,21,
Greece,Life expectancy,65 years,Female,2016,21.4,
Greece,Life expectancy,65 years,Female,2017,21.2,
Greece,Life expectancy,65 years,Female,2018,21.7,
Greece,Life expectancy,65 years,Female,2019,21.6,
Greece,Life expectancy,65 years,Female,2020,21.3,
Greece,Life expectancy,65 years,Female,2021,20.6,
Greece,Life expectancy,65 years,Female,2022,20.9,
Greece,Life expectancy,65 years,Female,2023,21.6,
Greece,Life expectancy,65 years,Female,2024,21.8,
New Zealand,Life expectancy,65 years,Female,2015,21.4,
New Zealand,Life expectancy,65 years,Female,2016,21.5,
New Zealand,Life expectancy,65 years,Female,2017,21.5,
New Zealand,Life expectancy,65 years,Female,2018,21.6,
New Zealand,Life expectancy,65 years,Female,2019,21.6,
New Zealand,Life expectancy,65 years,Female,2020,21.6,
New Zealand,Life expectancy,65 years,Female,2021,21.6,
New Zealand,Life expectancy,65 years,Female,2022,21.6,
New Zealand,Life expectancy,65 years,Female,2023,21.5,
New Zealand,Life expectancy,65 years,Female,2024,21.8,
Canada,Life expectancy,65 years,Female,2015,21.9,
Canada,Life expectancy,65 years,Female,2016,22.2,
Canada,Life expectancy,65 years,Female,2017,22.1,
Canada,Life expectancy,65 years,Female,2018,22.1,
Canada,Life expectancy,65 years,Female,2019,22.3,
Canada,Life expectancy,65 years,Female,2020,22,
Canada,Life expectancy,65 years,Female,2021,22.2,
Canada,Life expectancy,65 years,Female,2022,21.8,
Canada,Life expectancy,65 years,Female,2023,22.2,
Canada,Life expectancy,65 years,Female,2024,22.5,
Denmark,Life expectancy,65 years,Female,2015,20.6,
Denmark,Life expectancy,65 years,Female,2016,20.7,
Denmark,Life expectancy,65 years,Female,2017,20.8,
Denmark,Life expectancy,65 years,Female,2018,20.7,
Denmark,Life expectancy,65 years,Female,2019,21,
Denmark,Life expectancy,65 years,Female,2020,21.1,
Denmark,Life expectancy,65 years,Female,2021,20.9,
Denmark,Life expectancy,65 years,Female,2022,20.7,
Denmark,Life expectancy,65 years,Female,2023,21.1,
Denmark,Life expectancy,65 years,Female,2024,21.3,
Finland,Life expectancy,65 years,Female,2015,21.6,
Finland,Life expectancy,65 years,Female,2016,21.6,
Finland,Life expectancy,65 years,Female,2017,21.8,
Finland,Life expectancy,65 years,Female,2018,21.9,
Finland,Life expectancy,65 years,Female,2019,22.1,
Finland,Life expectancy,65 years,Female,2020,22,
Finland,Life expectancy,65 years,Female,2021,22,
Finland,Life expectancy,65 years,Female,2022,21.3,
Finland,Life expectancy,65 years,Female,2023,21.7,
Finland,Life expectancy,65 years,Female,2024,22.2,
Italy,Life expectancy,65 years,Female,2015,21.9,
Italy,Life expectancy,65 years,Female,2016,22.4,
Italy,Life expectancy,65 years,Female,2017,22.1,
Italy,Life expectancy,65 years,Female,2018,22.5,
Italy,Life expectancy,65 years,Female,2019,22.6,
Italy,Life expectancy,65 years,Female,2020,21.7,
Italy,Life expectancy,65 years,Female,2021,22,
Italy,Life expectancy,65 years,Female,2022,21.9,
Italy,Life expectancy,65 years,Female,2023,22.4,
